t,GAS_PRICE,POWER_PRICE,HEAT_PRICE,heat_demand,chp1.bin,chp1.power,chp1.gas,chp1.heat,chp1.eta_th,chp1.eta_el,chp1.y1,chp1.y2,chp2.bin,chp2.power,chp2.gas,chp2.heat,chp2.eta_th,chp2.eta_el,chp2.y1,chp2.y2,boiler1.bin,boiler1.heat,boiler1.gas,boiler1.eta_th,boiler1.y1,boiler1.y2,heat_storage1.heat_charge,heat_storage1.bin_charge,heat_storage1.heat_discharge,heat_storage1.bin_discharge,heat_storage1.heat_balance,heat_storage1.heat_capacity,ngas_grid.gas_balance,power_grid.power_balance,power_grid.power_supply,power_grid.power_feedin,heat_grid.heat_balance,heat_grid.heat_supply,heat_grid.heat_feedin,arc01_expanded.power,arc02_expanded.power,arc03_expanded.heat,arc04_expanded.heat,arc05_expanded.heat,arc06_expanded.gas,arc07_expanded.gas,arc08_expanded.heat
109,0.1543,0.251,0.105,90.94877020855232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,0.0,0.0,5.748770208552315,1.0,5.748770208552315,156.11866604114212,78.30882352940881,0.0,0.0,0.0,0.0,0.0,90.94877020855232,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,5.748770208552315
110,0.1543,0.251,0.105,100.6601687548224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,0.0,0.0,15.46016875482239,1.0,15.46016875482239,140.65849728631974,78.30882352940881,0.0,0.0,0.0,0.0,0.0,100.6601687548224,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,15.46016875482239
111,0.1543,0.251,0.105,107.3334469743905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,0.0,0.0,22.133446974390495,1.0,22.133446974390495,118.52505031192925,78.30882352940881,0.0,0.0,0.0,0.0,0.0,107.3334469743905,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,22.133446974390495
112,0.1543,0.251,0.105,112.77693330004227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,112.77693330004227,104.44360820378314,1.0827206321264735,1.0,0.0,0.0,1.0,0.0,0.0,0.0,118.52505031192925,104.44360820378314,0.0,0.0,0.0,0.0,0.0,112.77693330004227,0.0,0.0,0.0,0.0,112.77693330004227,104.44360820378314,0.0,0.0
113,0.1543,0.251,0.105,110.39162881846248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,0.0,0.0,25.191628818462476,1.0,25.191628818462476,93.33342149346677,78.30882352940881,0.0,0.0,0.0,0.0,0.0,110.39162881846248,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,25.191628818462476
114,0.1543,0.251,0.105,110.65087332586424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,0.0,0.0,25.450873325864237,1.0,25.450873325864237,67.88254816760254,78.30882352940881,0.0,0.0,0.0,0.0,0.0,110.65087332586424,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,25.450873325864237
115,0.1543,0.251,0.105,103.90077645845513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,0.0,0.0,18.700776458455124,1.0,18.700776458455124,49.18177170914741,78.30882352940881,0.0,0.0,0.0,0.0,0.0,103.90077645845513,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,18.700776458455124
116,0.1543,0.251,0.105,93.59897834804954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,0.0,0.0,8.398978348049539,1.0,8.398978348049539,40.78279336109787,78.30882352940881,0.0,0.0,0.0,0.0,0.0,93.59897834804954,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,8.398978348049539
117,0.1543,0.251,0.105,69.14730637746624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,112.51802460645061,104.19823926142394,1.0827701979799764,1.0,0.0,43.37071822898437,1.0,0.0,0.0,-43.37071822898437,84.15351159008225,104.19823926142394,0.0,0.0,0.0,0.0,43.37071822898437,112.51802460645061,0.0,0.0,0.0,0.0,112.51802460645061,104.19823926142394,0.0,0.0
118,0.1543,0.251,0.105,71.3043020868362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,13.8956979131638,1.0,0.0,0.0,-13.8956979131638,98.04920950324605,78.30882352940881,0.0,0.0,0.0,0.0,13.8956979131638,85.2,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,0.0
119,0.1543,0.251,0.105,72.13511824618648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,101.86488175381352,1.0,0.0,0.0,-101.86488175381352,199.91409125705957,162.46498599439482,0.0,0.0,0.0,0.0,101.86488175381352,174.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
120,0.1543,0.251,0.105,79.8576553669177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,94.1423446330823,1.0,0.0,0.0,-94.1423446330823,294.05643589014187,162.46498599439482,0.0,0.0,0.0,0.0,94.1423446330823,174.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
121,0.1543,0.251,0.105,79.2564358901419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,5.943564109858102,1.0,0.0,0.0,-5.943564109858102,300.0,78.30882352940881,0.0,0.0,0.0,0.0,5.943564109858102,85.2,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,0.0
122,0.1543,0.251,0.105,88.85038433176571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.85038433176571,81.76830930512632,1.0873011651496798,1.0,0.0,0.0,1.0,0.0,0.0,0.0,300.0,81.76830930512632,0.0,0.0,0.0,0.0,0.0,88.85038433176571,0.0,0.0,0.0,0.0,88.85038433176571,81.76830930512632,0.0,0.0
123,0.1543,0.251,0.105,166.6246942237459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,166.6246942237459,155.47537528341073,1.0724119391568456,1.0,0.0,0.0,1.0,0.0,0.0,0.0,300.0,155.47537528341073,0.0,0.0,0.0,0.0,0.0,166.6246942237459,0.0,0.0,0.0,0.0,166.6246942237459,155.47537528341073,0.0,0.0
124,0.1543,0.251,0.105,113.13717682218991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,113.13717682218991,104.78501262244099,1.0826516665873236,1.0,0.0,0.0,1.0,0.0,0.0,0.0,300.0,104.78501262244099,0.0,0.0,0.0,0.0,0.0,113.13717682218991,0.0,0.0,0.0,0.0,113.13717682218991,104.78501262244099,0.0,0.0
125,0.1543,0.251,0.105,118.93952106823625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,118.93952106823625,110.28392056217129,1.0815408574411212,1.0,0.0,0.0,1.0,0.0,0.0,0.0,300.0,110.28392056217129,0.0,0.0,0.0,0.0,0.0,118.93952106823625,0.0,0.0,0.0,0.0,118.93952106823625,110.28392056217129,0.0,0.0
126,0.1543,0.251,0.105,124.61483432740133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.61483432740133,115.66244065989636,1.0804543672901548,1.0,0.0,0.0,1.0,0.0,0.0,0.0,300.0,115.66244065989636,0.0,0.0,0.0,0.0,0.0,124.61483432740133,0.0,0.0,0.0,0.0,124.61483432740133,115.66244065989636,0.0,0.0
127,0.1543,0.251,0.105,125.94158140239796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,125.94158140239796,116.91980487603782,1.0802003729176892,1.0,0.0,0.0,1.0,0.0,0.0,0.0,300.0,116.91980487603782,0.0,0.0,0.0,0.0,0.0,125.94158140239796,0.0,0.0,0.0,0.0,125.94158140239796,116.91980487603782,0.0,0.0
128,0.1543,0.251,0.105,118.98819379708306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,118.98819379708306,110.33004792789704,1.0815315394637517,1.0,0.0,0.0,1.0,0.0,0.0,0.0,300.0,110.33004792789704,0.0,0.0,0.0,0.0,0.0,118.98819379708306,0.0,0.0,0.0,0.0,118.98819379708306,110.33004792789704,0.0,0.0
129,0.1543,0.251,0.105,113.10263714480364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,113.10263714480364,104.75227921363908,1.0826582789129495,1.0,0.0,0.0,1.0,0.0,0.0,0.0,300.0,104.75227921363908,0.0,0.0,0.0,0.0,0.0,113.10263714480364,0.0,0.0,0.0,0.0,113.10263714480364,104.75227921363908,0.0,0.0
130,0.1543,0.251,0.105,103.57439179810852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,103.57439179810852,95.7223179140589,1.0844823799365284,1.0,0.0,0.0,1.0,0.0,0.0,0.0,300.0,95.7223179140589,0.0,0.0,0.0,0.0,0.0,103.57439179810852,0.0,0.0,0.0,0.0,103.57439179810852,95.7223179140589,0.0,0.0
131,0.1543,0.251,0.105,95.20170270191402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,95.20170270191402,87.78748251036339,1.086085259605845,1.0,0.0,0.0,1.0,0.0,0.0,0.0,300.0,87.78748251036339,0.0,0.0,0.0,0.0,0.0,95.20170270191402,0.0,0.0,0.0,0.0,95.20170270191402,87.78748251036339,0.0,0.0
132,0.1543,0.251,0.105,89.23726652299644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,89.23726652299644,82.13495931120765,1.0872270998653224,1.0,0.0,0.0,1.0,0.0,0.0,0.0,300.0,82.13495931120765,0.0,0.0,0.0,0.0,0.0,89.23726652299644,0.0,0.0,0.0,0.0,89.23726652299644,82.13495931120765,0.0,0.0
133,0.1543,0.251,0.105,89.43899676515207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,89.43899676515207,82.32613997599314,1.0871884803369818,1.0,0.0,0.0,1.0,0.0,0.0,0.0,300.0,82.32613997599314,0.0,0.0,0.0,0.0,0.0,89.43899676515207,0.0,0.0,0.0,0.0,89.43899676515207,82.32613997599314,0.0,0.0
134,0.1543,0.251,0.105,96.07101462886725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,96.07101462886725,88.61133336348755,1.0859188372774868,1.0,0.0,0.0,1.0,0.0,0.0,0.0,300.0,88.61133336348755,0.0,0.0,0.0,0.0,0.0,96.07101462886725,0.0,0.0,0.0,0.0,96.07101462886725,88.61133336348755,0.0,0.0
135,0.1543,0.251,0.105,94.8265700947584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94.8265700947584,87.43196763836224,1.0861570755328906,1.0,0.0,0.0,1.0,0.0,0.0,0.0,300.0,87.43196763836224,0.0,0.0,0.0,0.0,0.0,94.8265700947584,0.0,0.0,0.0,0.0,94.8265700947584,87.43196763836224,0.0,0.0
136,0.1543,0.251,0.105,108.25363791246411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,92.14872524760023,84.89416194001237,1.086669726010387,1.0,0.0,0.0,0.0,16.10491266486389,1.0,16.10491266486389,283.8950873351361,84.89416194001237,0.0,0.0,0.0,0.0,0.0,108.25363791246411,0.0,0.0,0.0,0.0,92.14872524760023,84.89416194001237,0.0,16.10491266486389
137,0.1543,0.251,0.105,109.835249951598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,109.835249951598,101.65576156197886,1.083283792226964,1.0,0.0,0.0,1.0,0.0,0.0,0.0,283.8950873351361,101.65576156197886,0.0,0.0,0.0,0.0,0.0,109.835249951598,0.0,0.0,0.0,0.0,109.835249951598,101.65576156197886,0.0,0.0
138,0.1543,0.251,0.105,113.1214575800624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,113.1214575800624,104.77011542543299,1.0826546759016948,1.0,0.0,0.0,1.0,0.0,0.0,0.0,283.8950873351361,104.77011542543299,0.0,0.0,0.0,0.0,0.0,113.1214575800624,0.0,0.0,0.0,0.0,113.1214575800624,104.77011542543299,0.0,0.0
139,0.1543,0.251,0.105,102.26629527583285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,102.26629527583285,94.4826289112603,1.0847328038202975,1.0,0.0,0.0,1.0,0.0,0.0,0.0,283.8950873351361,94.4826289112603,0.0,0.0,0.0,0.0,0.0,102.26629527583285,0.0,0.0,0.0,0.0,102.26629527583285,94.4826289112603,0.0,0.0
140,0.1543,0.251,0.105,99.65212286286902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,0.0,0.0,14.452122862869018,1.0,14.452122862869018,269.4429644722671,78.30882352940881,0.0,0.0,0.0,0.0,0.0,99.65212286286902,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,14.452122862869018
141,0.1543,0.251,0.105,74.50248364661357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,10.697516353386433,1.0,0.0,0.0,-10.697516353386433,280.1404808256535,78.30882352940881,0.0,0.0,0.0,0.0,10.697516353386433,85.2,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,0.0
142,0.1543,0.251,0.105,71.97305714864397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,13.226942851356029,1.0,0.0,0.0,-13.226942851356029,293.3674236770095,78.30882352940881,0.0,0.0,0.0,0.0,13.226942851356029,85.2,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,0.0
143,0.1543,0.251,0.105,79.70439801354908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,5.495601986450922,1.0,0.0,0.0,-5.495601986450922,298.86302566346046,78.30882352940881,0.0,0.0,0.0,0.0,5.495601986450922,85.2,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,0.0
144,0.1543,0.251,0.105,84.0630256634605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,1.1369743365395095,1.0,0.0,0.0,-1.1369743365395095,300.0,78.30882352940881,0.0,0.0,0.0,0.0,1.1369743365395095,85.2,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,0.0
145,0.1543,0.251,0.105,86.89020582132288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.89020582132288,79.91063924673442,1.0876764245492014,1.0,0.0,0.0,1.0,0.0,0.0,0.0,300.0,79.91063924673442,0.0,0.0,0.0,0.0,0.0,86.89020582132288,0.0,0.0,0.0,0.0,86.89020582132288,79.91063924673442,0.0,0.0
146,0.1543,0.251,0.105,102.67012913651094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,102.67012913651094,94.86534409130634,1.0846554932839063,1.0,0.0,0.0,1.0,0.0,0.0,0.0,300.0,94.86534409130634,0.0,0.0,0.0,0.0,0.0,102.67012913651094,0.0,0.0,0.0,0.0,102.67012913651094,94.86534409130634,0.0,0.0
147,0.1543,0.251,0.105,197.10818009752964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,0.0,0.0,23.10818009752964,1.0,23.10818009752964,276.8918199024704,162.46498599439482,0.0,0.0,0.0,0.0,0.0,197.10818009752964,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,23.10818009752964
148,0.1543,0.251,0.105,131.41110425250923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,131.41110425250923,122.10329647040626,1.079153279579267,1.0,0.0,0.0,1.0,0.0,0.0,0.0,276.8918199024704,122.10329647040626,0.0,0.0,0.0,0.0,0.0,131.41110425250923,0.0,0.0,0.0,0.0,131.41110425250923,122.10329647040626,0.0,0.0
149,0.1543,0.251,0.105,134.36278677058627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,134.36278677058627,124.90061937059039,1.0785882052233289,1.0,0.0,0.0,1.0,0.0,0.0,0.0,276.8918199024704,124.90061937059039,0.0,0.0,0.0,0.0,0.0,134.36278677058627,0.0,0.0,0.0,0.0,134.36278677058627,124.90061937059039,0.0,0.0
150,0.1543,0.251,0.105,133.35488413447985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,133.35488413447985,123.94542547427214,1.0787811595568177,1.0,0.0,0.0,1.0,0.0,0.0,0.0,276.8918199024704,123.94542547427214,0.0,0.0,0.0,0.0,0.0,133.35488413447985,0.0,0.0,0.0,0.0,133.35488413447985,123.94542547427214,0.0,0.0
151,0.1543,0.251,0.105,148.67082790766605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,127.16645984580859,118.08062772832976,1.0799658804228922,1.0,0.0,0.0,0.0,21.504368061857463,1.0,21.504368061857463,255.38745184061293,118.08062772832976,0.0,0.0,0.0,0.0,0.0,148.67082790766605,0.0,0.0,0.0,0.0,127.16645984580859,118.08062772832976,0.0,21.504368061857463
152,0.1543,0.251,0.105,155.76612945938308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,18.23387054061692,1.0,0.0,0.0,-18.23387054061692,273.62132238122985,162.46498599439482,0.0,0.0,0.0,0.0,18.23387054061692,174.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
153,0.1543,0.251,0.105,149.41335246313022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,0.0,0.0,64.21335246313022,1.0,64.21335246313022,209.40796991809964,78.30882352940881,0.0,0.0,0.0,0.0,0.0,149.41335246313022,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,64.21335246313022
154,0.1543,0.251,0.105,132.52799498318225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,0.0,0.0,47.32799498318225,1.0,47.32799498318225,162.0799749349174,78.30882352940881,0.0,0.0,0.0,0.0,0.0,132.52799498318225,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,47.32799498318225
155,0.1543,0.251,0.105,128.1881334012233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,128.1881334012233,119.04887238728989,1.079770289764761,1.0,0.0,0.0,1.0,0.0,0.0,0.0,162.0799749349174,119.04887238728989,0.0,0.0,0.0,0.0,0.0,128.1881334012233,0.0,0.0,0.0,0.0,128.1881334012233,119.04887238728989,0.0,0.0
156,0.1543,0.251,0.105,123.8851574175104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,0.0,0.0,38.685157417510396,1.0,38.685157417510396,123.39481751740702,78.30882352940881,0.0,0.0,0.0,0.0,0.0,123.8851574175104,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,38.685157417510396
157,0.1543,0.251,0.105,120.24610785605115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,0.0,0.0,35.04610785605115,1.0,35.04610785605115,88.34870966135587,78.30882352940881,0.0,0.0,0.0,0.0,0.0,120.24610785605115,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,35.04610785605115
158,0.1543,0.251,0.105,129.2256067900492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,129.2256067900492,120.03209061998282,1.079571674363747,1.0,0.0,0.0,1.0,0.0,0.0,0.0,88.34870966135587,120.03209061998282,0.0,0.0,0.0,0.0,0.0,129.2256067900492,0.0,0.0,0.0,0.0,129.2256067900492,120.03209061998282,0.0,0.0
159,0.1543,0.251,0.105,144.84779804164918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,144.84779804164918,134.8373120730091,1.076580939552067,1.0,0.0,0.0,1.0,0.0,0.0,0.0,88.34870966135587,134.8373120730091,0.0,0.0,0.0,0.0,0.0,144.84779804164918,0.0,0.0,0.0,0.0,144.84779804164918,134.8373120730091,0.0,0.0
160,0.1543,0.251,0.105,166.56653578784764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,7.433464212152359,1.0,0.0,0.0,-7.433464212152359,95.78217387350823,162.46498599439482,0.0,0.0,0.0,0.0,7.433464212152359,174.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
161,0.1543,0.251,0.105,169.65940464198837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,169.65940464198837,158.35138410088592,1.07183096982002,1.0,0.0,0.0,1.0,0.0,0.0,0.0,95.78217387350823,158.35138410088592,0.0,0.0,0.0,0.0,0.0,169.65940464198837,0.0,0.0,0.0,0.0,169.65940464198837,158.35138410088592,0.0,0.0
162,0.1543,0.251,0.105,180.98217387350823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,0.0,0.0,95.78217387350823,1.0,95.78217387350823,0.0,78.30882352940881,0.0,0.0,0.0,0.0,0.0,180.98217387350823,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,95.78217387350823
163,0.1543,0.251,0.105,159.72915392902087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,159.72915392902087,148.9404404936952,1.0737320313303853,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,148.9404404936952,0.0,0.0,0.0,0.0,0.0,159.72915392902087,0.0,0.0,0.0,0.0,159.72915392902087,148.9404404936952,0.0,0.0
164,0.1543,0.251,0.105,141.17185343819725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,141.17185343819725,131.35360271196865,1.0772846676856105,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,131.35360271196865,0.0,0.0,0.0,0.0,0.0,141.17185343819725,0.0,0.0,0.0,0.0,141.17185343819725,131.35360271196865,0.0,0.0
165,0.1543,0.251,0.105,103.37569949235706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,103.37569949235706,95.53401631537238,1.0845204178779448,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,95.53401631537238,0.0,0.0,0.0,0.0,0.0,103.37569949235706,0.0,0.0,0.0,0.0,103.37569949235706,95.53401631537238,0.0,0.0
166,0.1543,0.251,0.105,108.05637359730451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.05637359730451,99.96991237867881,1.083624342880376,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,99.96991237867881,0.0,0.0,0.0,0.0,0.0,108.05637359730451,0.0,0.0,0.0,0.0,108.05637359730451,99.96991237867881,0.0,0.0
167,0.1543,0.251,0.105,106.48752403357732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,106.48752403357732,98.48310653669516,1.0839246857022609,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,98.48310653669516,0.0,0.0,0.0,0.0,0.0,106.48752403357732,0.0,0.0,0.0,0.0,106.48752403357732,98.48310653669516,0.0,0.0
