t,GAS_PRICE,POWER_PRICE,HEAT_PRICE,heat_demand,chp1.bin,chp1.power,chp1.gas,chp1.heat,chp1.eta_th,chp1.eta_el,chp1.y1,chp1.y2,chp2.bin,chp2.power,chp2.gas,chp2.heat,chp2.eta_th,chp2.eta_el,chp2.y1,chp2.y2,boiler1.bin,boiler1.heat,boiler1.gas,boiler1.eta_th,boiler1.y1,boiler1.y2,heat_storage1.heat_charge,heat_storage1.bin_charge,heat_storage1.heat_discharge,heat_storage1.bin_discharge,heat_storage1.heat_balance,heat_storage1.heat_capacity,ngas_grid.gas_balance,power_grid.power_balance,power_grid.power_supply,power_grid.power_feedin,heat_grid.heat_balance,heat_grid.heat_supply,heat_grid.heat_feedin,arc01_expanded.power,arc02_expanded.power,arc03_expanded.heat,arc04_expanded.heat,arc05_expanded.heat,arc06_expanded.gas,arc07_expanded.gas,arc08_expanded.heat
51,0.1543,0.251,0.105,332.6812176458411,1.0,26.372168284790547,93.85113268603715,58.0,0.6179999999651684,0.2810000000106169,1.0,0.0,1.0,26.372168284790547,93.85113268603715,58.0,0.6179999999651684,0.2810000000106169,1.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,0.0,0.0,42.681217645841116,1.0,42.681217645841116,257.3187823541589,256.31611868043194,-52.744336569581094,0.0,52.744336569581094,0.0,0.0,332.6812176458411,26.372168284790547,26.372168284790547,58.0,58.0,174.0,162.46498599439482,93.85113268603715,42.681217645841116
52,0.1543,0.251,0.105,215.5314908646621,1.0,26.372168284790547,93.85113268603715,58.0,0.6179999999651684,0.2810000000106169,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,157.5314908646621,146.85770524721462,1.0741527551152288,1.0,0.0,0.0,0.0,0.0,1.0,0.0,257.3187823541589,240.70883793325177,-26.372168284790547,0.0,26.372168284790547,0.0,0.0,215.5314908646621,26.372168284790547,0.0,58.0,0.0,157.5314908646621,146.85770524721462,93.85113268603715,0.0
53,0.1543,0.251,0.105,244.69765472550557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,0.0,0.0,70.69765472550557,1.0,70.69765472550557,186.6211276286533,162.46498599439482,0.0,0.0,0.0,0.0,0.0,244.69765472550557,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,70.69765472550557
54,0.1543,0.251,0.105,227.71935900033648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,0.0,0.0,53.71935900033648,1.0,53.71935900033648,132.90176862831683,162.46498599439482,0.0,0.0,0.0,0.0,0.0,227.71935900033648,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,53.71935900033648
55,0.1543,0.251,0.105,224.4432990364124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,0.0,0.0,50.44329903641241,1.0,50.44329903641241,82.45846959190442,162.46498599439482,0.0,0.0,0.0,0.0,0.0,224.4432990364124,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,50.44329903641241
56,0.1543,0.251,0.105,198.58276752855443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.372168284790547,93.85113268603715,58.0,0.6179999999651684,0.2810000000106169,1.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,33.41723247144557,1.0,0.0,0.0,-33.41723247144557,115.87570206334999,162.46498599439482,-26.372168284790547,0.0,26.372168284790547,0.0,33.41723247144557,232.0,0.0,26.372168284790547,0.0,58.0,174.0,162.46498599439482,0.0,0.0
57,0.1543,0.251,0.105,183.36446681294169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,0.0,0.0,9.364466812941686,1.0,9.364466812941686,106.5112352504083,162.46498599439482,0.0,0.0,0.0,0.0,0.0,183.36446681294169,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,9.364466812941686
58,0.1543,0.251,0.105,167.37748595977186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,6.62251404022814,1.0,0.0,0.0,-6.62251404022814,113.13374929063644,162.46498599439482,0.0,0.0,0.0,0.0,6.62251404022814,174.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
59,0.1543,0.251,0.105,160.93370608052308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,160.93370608052308,150.08200002702142,1.0735014301302104,1.0,0.0,0.0,1.0,0.0,0.0,0.0,113.13374929063644,150.08200002702142,0.0,0.0,0.0,0.0,0.0,160.93370608052308,0.0,0.0,0.0,0.0,160.93370608052308,150.08200002702142,0.0,0.0
60,0.1543,0.251,0.105,147.56410528945275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,147.56410528945275,137.41156876277233,1.0760609257771494,1.0,0.0,0.0,1.0,0.0,0.0,0.0,113.13374929063644,137.41156876277233,0.0,0.0,0.0,0.0,0.0,147.56410528945275,0.0,0.0,0.0,0.0,147.56410528945275,137.41156876277233,0.0,0.0
61,0.1543,0.251,0.105,149.93713971900493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,24.062860280995068,1.0,0.0,0.0,-24.062860280995068,137.1966095716315,162.46498599439482,0.0,0.0,0.0,0.0,24.062860280995068,174.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
62,0.1543,0.251,0.105,153.10509692310882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,20.894903076891183,1.0,0.0,0.0,-20.894903076891183,158.0915126485227,162.46498599439482,0.0,0.0,0.0,0.0,20.894903076891183,174.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
63,0.1543,0.251,0.105,176.05095758552378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,0.0,0.0,2.0509575855237756,1.0,2.0509575855237756,156.04055506299892,162.46498599439482,0.0,0.0,0.0,0.0,0.0,176.05095758552378,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,2.0509575855237756
64,0.1543,0.251,0.105,193.6464730047809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,0.0,0.0,19.646473004780887,1.0,19.646473004780887,136.39408205821803,162.46498599439482,0.0,0.0,0.0,0.0,0.0,193.6464730047809,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,19.646473004780887
65,0.1543,0.251,0.105,188.9600827968776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,0.0,0.0,14.9600827968776,1.0,14.9600827968776,121.43399926134043,162.46498599439482,0.0,0.0,0.0,0.0,0.0,188.9600827968776,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,14.9600827968776
66,0.1543,0.251,0.105,197.25429764460856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,0.0,0.0,23.254297644608556,1.0,23.254297644608556,98.17970161673188,162.46498599439482,0.0,0.0,0.0,0.0,0.0,197.25429764460856,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,23.254297644608556
67,0.1543,0.251,0.105,172.12549540239544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,1.874504597604556,1.0,0.0,0.0,-1.874504597604556,100.05420621433643,162.46498599439482,0.0,0.0,0.0,0.0,1.874504597604556,174.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
68,0.1543,0.251,0.105,158.46999716488727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,158.46999716488727,147.74713192149574,1.0739730861163117,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100.05420621433643,147.74713192149574,0.0,0.0,0.0,0.0,0.0,158.46999716488727,0.0,0.0,0.0,0.0,158.46999716488727,147.74713192149574,0.0,0.0
69,0.1543,0.251,0.105,111.89990628579528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,62.10009371420472,1.0,0.0,0.0,-62.10009371420472,162.15429992854115,162.46498599439482,0.0,0.0,0.0,0.0,62.10009371420472,174.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
70,0.1543,0.251,0.105,109.72485750349446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,109.72485750349446,101.55114213858349,1.0833049259163532,1.0,0.0,0.0,1.0,0.0,0.0,0.0,162.15429992854115,101.55114213858349,0.0,0.0,0.0,0.0,0.0,109.72485750349446,0.0,0.0,0.0,0.0,109.72485750349446,101.55114213858349,0.0,0.0
71,0.1543,0.251,0.105,108.90660099078607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.90660099078607,100.77567673293575,1.083461574122615,1.0,0.0,0.0,1.0,0.0,0.0,0.0,162.15429992854115,100.77567673293575,0.0,0.0,0.0,0.0,0.0,108.90660099078607,0.0,0.0,0.0,0.0,108.90660099078607,100.77567673293575,0.0,0.0
72,0.1543,0.251,0.105,109.17544520199633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,109.17544520199633,101.03046161037247,1.0834101061992978,1.0,0.0,0.0,1.0,0.0,0.0,0.0,162.15429992854115,101.03046161037247,0.0,0.0,0.0,0.0,0.0,109.17544520199633,0.0,0.0,0.0,0.0,109.17544520199633,101.03046161037247,0.0,0.0
73,0.1543,0.251,0.105,110.2910467007094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,110.2910467007094,102.08772220690264,1.0831965338403098,1.0,0.0,0.0,1.0,0.0,0.0,0.0,162.15429992854115,102.08772220690264,0.0,0.0,0.0,0.0,0.0,110.2910467007094,0.0,0.0,0.0,0.0,110.2910467007094,102.08772220690264,0.0,0.0
74,0.1543,0.251,0.105,130.4486523936603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,130.4486523936603,121.19117648168984,1.079337532750443,1.0,0.0,0.0,1.0,0.0,0.0,0.0,162.15429992854115,121.19117648168984,0.0,0.0,0.0,0.0,0.0,130.4486523936603,0.0,0.0,0.0,0.0,130.4486523936603,121.19117648168984,0.0,0.0
75,0.1543,0.251,0.105,253.28816401438664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,0.0,0.0,79.28816401438664,1.0,79.28816401438664,82.86613591415451,162.46498599439482,0.0,0.0,0.0,0.0,0.0,253.28816401438664,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,79.28816401438664
76,0.1543,0.251,0.105,165.82631078394223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,165.82631078394223,154.71874367902478,1.0725647828333846,1.0,0.0,0.0,1.0,0.0,0.0,0.0,82.86613591415451,154.71874367902478,0.0,0.0,0.0,0.0,0.0,165.82631078394223,0.0,0.0,0.0,0.0,165.82631078394223,154.71874367902478,0.0,0.0
77,0.1543,0.251,0.105,179.0382764686991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,0.0,0.0,5.0382764686991095,1.0,5.0382764686991095,77.8278594454554,162.46498599439482,0.0,0.0,0.0,0.0,0.0,179.0382764686991,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,5.0382764686991095
78,0.1543,0.251,0.105,168.50833789730706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,5.491662102692942,1.0,0.0,0.0,-5.491662102692942,83.31952154814834,162.46498599439482,0.0,0.0,0.0,0.0,5.491662102692942,174.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
79,0.1543,0.251,0.105,159.76463940823692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,159.76463940823692,148.97407024317778,1.0737252379390938,1.0,0.0,0.0,0.0,0.0,1.0,0.0,83.31952154814834,148.97407024317778,0.0,0.0,0.0,0.0,0.0,159.76463940823692,0.0,0.0,0.0,0.0,159.76463940823692,148.97407024317778,0.0,0.0
80,0.1543,0.251,0.105,137.86316145613668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,137.86316145613668,128.21794032470643,1.077918088447942,1.0,0.0,0.0,1.0,0.0,0.0,0.0,83.31952154814834,128.21794032470643,0.0,0.0,0.0,0.0,0.0,137.86316145613668,0.0,0.0,0.0,0.0,137.86316145613668,128.21794032470643,0.0,0.0
81,0.1543,0.251,0.105,128.2122606084446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,45.78773939155539,1.0,0.0,0.0,-45.78773939155539,129.10726093970374,162.46498599439482,0.0,0.0,0.0,0.0,45.78773939155539,174.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
82,0.1543,0.251,0.105,109.95704053293868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,109.95704053293868,101.77118304790241,1.0832604764625182,1.0,0.0,0.0,1.0,0.0,0.0,0.0,129.10726093970374,101.77118304790241,0.0,0.0,0.0,0.0,0.0,109.95704053293868,0.0,0.0,0.0,0.0,109.95704053293868,101.77118304790241,0.0,0.0
83,0.1543,0.251,0.105,101.07744303686842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,0.0,0.0,15.877443036868414,1.0,15.877443036868414,113.22981790283532,78.30882352940881,0.0,0.0,0.0,0.0,0.0,101.07744303686842,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,15.877443036868414
84,0.1543,0.251,0.105,95.5966109525952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,95.5966109525952,88.16173884936214,1.0860096578010974,1.0,0.0,0.0,1.0,0.0,0.0,0.0,113.22981790283532,88.16173884936214,0.0,0.0,0.0,0.0,0.0,95.5966109525952,0.0,0.0,0.0,0.0,95.5966109525952,88.16173884936214,0.0,0.0
85,0.1543,0.251,0.105,90.3257063571908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.3257063571908,83.16647867516963,1.087018727374542,1.0,0.0,0.0,1.0,0.0,0.0,0.0,113.22981790283532,83.16647867516963,0.0,0.0,0.0,0.0,0.0,90.3257063571908,0.0,0.0,0.0,0.0,90.3257063571908,83.16647867516963,0.0,0.0
86,0.1543,0.251,0.105,96.74650847346804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,96.74650847346804,89.25150194153173,1.0857895197621916,1.0,0.0,0.0,1.0,0.0,0.0,0.0,113.22981790283532,89.25150194153173,0.0,0.0,0.0,0.0,0.0,96.74650847346804,0.0,0.0,0.0,0.0,96.74650847346804,89.25150194153173,0.0,0.0
87,0.1543,0.251,0.105,102.66508087167556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,0.0,0.0,17.465080871675553,1.0,17.465080871675553,95.76473703115977,78.30882352940881,0.0,0.0,0.0,0.0,0.0,102.66508087167556,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,17.465080871675553
88,0.1543,0.251,0.105,123.32553188253804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,123.32553188253804,114.4405628894412,1.0807011932086534,1.0,0.0,0.0,1.0,0.0,0.0,0.0,95.76473703115977,114.4405628894412,0.0,0.0,0.0,0.0,0.0,123.32553188253804,0.0,0.0,0.0,0.0,123.32553188253804,114.4405628894412,0.0,0.0
89,0.1543,0.251,0.105,114.42528416154738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,114.42528416154738,106.00575778599175,1.0824050694615457,1.0,0.0,0.0,1.0,0.0,0.0,0.0,95.76473703115977,106.00575778599175,0.0,0.0,0.0,0.0,0.0,114.42528416154738,0.0,0.0,0.0,0.0,114.42528416154738,106.00575778599175,0.0,0.0
90,0.1543,0.251,0.105,125.91524690401964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,0.0,0.0,40.71524690401964,1.0,40.71524690401964,55.04949012714013,78.30882352940881,0.0,0.0,0.0,0.0,0.0,125.91524690401964,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,40.71524690401964
91,0.1543,0.251,0.105,111.25007058230038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,111.25007058230038,102.99659348603521,1.0830129369260413,1.0,0.0,0.0,1.0,0.0,0.0,0.0,55.04949012714013,102.99659348603521,0.0,0.0,0.0,0.0,0.0,111.25007058230038,0.0,0.0,0.0,0.0,111.25007058230038,102.99659348603521,0.0,0.0
92,0.1543,0.251,0.105,100.6521407963136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,73.3478592036864,1.0,0.0,0.0,-73.3478592036864,128.39734933082653,162.46498599439482,0.0,0.0,0.0,0.0,73.3478592036864,174.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
93,0.1543,0.251,0.105,67.39891483152041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,17.801085168479588,1.0,0.0,0.0,-17.801085168479588,146.19843449930613,78.30882352940881,0.0,0.0,0.0,0.0,17.801085168479588,85.2,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,0.0
94,0.1543,0.251,0.105,69.84053871351391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,15.359461286486095,1.0,0.0,0.0,-15.359461286486095,161.55789578579223,78.30882352940881,0.0,0.0,0.0,0.0,15.359461286486095,85.2,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,0.0
95,0.1543,0.251,0.105,66.44883294119172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,18.751167058808278,1.0,0.0,0.0,-18.751167058808278,180.3090628446005,78.30882352940881,0.0,0.0,0.0,0.0,18.751167058808278,85.2,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,0.0
96,0.1543,0.251,0.105,68.1672830937166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,17.032716906283397,1.0,0.0,0.0,-17.032716906283397,197.34177975088392,78.30882352940881,0.0,0.0,0.0,0.0,17.032716906283397,85.2,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,0.0
97,0.1543,0.251,0.105,71.7939096412927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,13.406090358707303,1.0,0.0,0.0,-13.406090358707303,210.74787010959122,78.30882352940881,0.0,0.0,0.0,0.0,13.406090358707303,85.2,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,0.0
98,0.1543,0.251,0.105,86.67575774332819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,87.32424225667181,1.0,0.0,0.0,-87.32424225667181,298.072112366263,162.46498599439482,0.0,0.0,0.0,0.0,87.32424225667181,174.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
99,0.1543,0.251,0.105,174.39093279713595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,0.0,0.0,89.19093279713594,1.0,89.19093279713594,208.88117956912708,78.30882352940881,0.0,0.0,0.0,0.0,0.0,174.39093279713595,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,89.19093279713594
100,0.1543,0.251,0.105,117.44465066347948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,0.0,0.0,32.244650663479476,1.0,32.244650663479476,176.6365289056476,78.30882352940881,0.0,0.0,0.0,0.0,0.0,117.44465066347948,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,32.244650663479476
101,0.1543,0.251,0.105,124.09501837997227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.09501837997227,115.16980873057507,1.080553881604415,1.0,0.0,0.0,1.0,0.0,0.0,0.0,176.6365289056476,115.16980873057507,0.0,0.0,0.0,0.0,0.0,124.09501837997227,0.0,0.0,0.0,0.0,124.09501837997227,115.16980873057507,0.0,0.0
102,0.1543,0.251,0.105,116.96088794574258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,57.039112054257416,1.0,0.0,0.0,-57.039112054257416,233.67564095990502,162.46498599439482,0.0,0.0,0.0,0.0,57.039112054257416,174.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
103,0.1543,0.251,0.105,117.43053585606424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,0.0,0.0,32.230535856064236,1.0,32.230535856064236,201.44510510384077,78.30882352940881,0.0,0.0,0.0,0.0,0.0,117.43053585606424,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,32.230535856064236
104,0.1543,0.251,0.105,104.21979680999824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,0.0,0.0,19.01979680999824,1.0,19.01979680999824,182.42530829384253,78.30882352940881,0.0,0.0,0.0,0.0,0.0,104.21979680999824,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,19.01979680999824
105,0.1543,0.251,0.105,101.23678011650172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,0.0,0.0,16.036780116501717,1.0,16.036780116501717,166.38852817734082,78.30882352940881,0.0,0.0,0.0,0.0,0.0,101.23678011650172,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,16.036780116501717
106,0.1543,0.251,0.105,97.69695800743143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97.69695800743143,90.15224727255642,1.0856075643333924,1.0,0.0,0.0,1.0,0.0,0.0,0.0,166.38852817734082,90.15224727255642,0.0,0.0,0.0,0.0,0.0,97.69695800743143,0.0,0.0,0.0,0.0,97.69695800743143,90.15224727255642,0.0,0.0
107,0.1543,0.251,0.105,90.9034410112922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,0.0,0.0,5.703441011292199,1.0,5.703441011292199,160.68508716604862,78.30882352940881,0.0,0.0,0.0,0.0,0.0,90.9034410112922,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,5.703441011292199
108,0.1543,0.251,0.105,84.0176509163542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,1.1823490836458035,1.0,0.0,0.0,-1.1823490836458035,161.86743624969444,78.30882352940881,0.0,0.0,0.0,0.0,1.1823490836458035,85.2,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,0.0
