t,GAS_PRICE,POWER_PRICE,HEAT_PRICE,heat_demand,heat_storage1.initial_soc,chp1.bin,chp1.power,chp1.gas,chp1.heat,chp1.eta_th,chp1.eta_el,chp1.y1,chp1.y2,chp2.bin,chp2.power,chp2.gas,chp2.heat,chp2.eta_th,chp2.eta_el,chp2.y1,chp2.y2,boiler1.bin,boiler1.heat,boiler1.gas,boiler1.eta_th,boiler1.y1,boiler1.y2,heat_storage1.heat_charge,heat_storage1.bin_charge,heat_storage1.heat_discharge,heat_storage1.bin_discharge,heat_storage1.heat_balance,heat_storage1.heat_capacity,ngas_grid.gas_balance,power_grid.power_balance,power_grid.power_supply,power_grid.power_feedin,heat_grid.heat_balance,heat_grid.heat_supply,heat_grid.heat_feedin,arc01_expanded.power,arc02_expanded.power,arc03_expanded.heat,arc04_expanded.heat,arc05_expanded.heat,arc06_expanded.gas,arc07_expanded.gas,arc08_expanded.heat
1,0.1543,0.251,0.105,57.79419155539391,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001662898787,115.05922106154429,67.99999973718346,0.5910000009763307,0.3379999990280053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.20580818178955,1.0,0.0,0.0,-10.20580818178955,330.2058081817895,0.0,-38.89001662898787,0.0,38.89001662898787,0.0,10.20580818178955,67.99999973718346,0.0,38.89001662898787,0.0,67.99999973718346,0.0,0.0,0.0,0.0
2,0.1543,0.251,0.105,86.01219597535788,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.890016776512304,115.05922136352679,67.99999987020044,0.5910000004841861,0.3379999995201866,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.012196105157443,1.0,18.012196105157443,312.1936120766324,0.0,-38.890016776512304,0.0,38.890016776512304,0.0,0.0,86.01219597535788,0.0,38.890016776512304,0.0,67.99999987020044,0.0,0.0,0.0,18.012196105157443
3,0.1543,0.251,0.105,236.79674171869766,320.0,1.0,37.21858838912276,117.03958638216083,67.99999976844444,0.5810000008513504,0.31799999913959687,1.0,0.0,1.0,38.89001680831473,115.0592214286261,67.9999998988754,0.5910000003780886,0.3379999996262842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.79674205138589,1.0,100.79674205138589,211.39687002524653,117.03958638216083,-76.10860519743812,0.0,76.10860519743812,0.0,0.0,236.79674171869766,37.2185883891234,38.89001680831473,67.99999976843638,67.9999998988754,0.0,0.0,117.03958638216083,100.79674205138589
4,0.1543,0.251,0.105,125.21251221811043,320.0,1.0,30.999418646385532,103.74368522580266,62.26615437161538,0.6022152288196174,0.2967847711713303,1.0,0.0,1.0,38.890016586734866,115.05922097505292,67.99999969908544,0.5910000011173111,0.33799999888706217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.053641852590379,1.0,0.0,0.0,-5.053641852590379,216.4505118778369,103.74368522580266,-69.88943523312128,0.0,69.88943523312128,0.0,5.053641852590379,130.26615407070082,30.999418646386403,38.890016586734866,62.266154371615386,67.99999969908544,0.0,0.0,103.74368522580266,0.0
5,0.1543,0.251,0.105,136.1392517333023,320.0,1.0,37.21858830901788,117.03958621090553,67.99999969459063,0.5810000011246095,0.317999998866338,1.0,0.0,1.0,38.89001675978434,115.05922132928467,67.99999985511741,0.5910000005399931,0.33799999946437975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13925218359989344,1.0,0.13925218359989344,216.311259694237,117.03958621090553,-76.10860506880309,0.0,76.10860506880309,0.0,0.0,136.1392517333023,37.21858830901874,38.89001675978434,67.999999694585,67.99999985511741,0.0,0.0,117.03958621090553,0.13925218359989344
6,0.1543,0.251,0.105,127.63325301100906,320.0,1.0,28.14366297290875,97.63839356599591,59.63325284292606,0.6119569644757695,0.2870430355151848,1.0,0.0,1.0,38.89001666093102,115.05922112693224,67.99999976598534,0.591000000869783,0.33799999913459133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0210573118385365e-07,1.0,4.0210573118385365e-07,216.31125929213127,97.63839356599591,-67.03367963383974,0.0,67.03367963383974,0.0,0.0,127.63325301100906,28.143662972908714,38.89001666093102,59.633252842918,67.99999976598534,0.0,0.0,97.63839356599591,4.0210573118385365e-07
7,0.1543,0.251,0.105,118.33738849540102,320.0,1.0,30.329832802142384,102.31218430702643,61.64882088987884,0.60449936270205,0.29450063728890463,1.0,0.0,1.0,38.89001662474973,115.05922105286923,67.99999973336205,0.5910000009904838,0.33799999901388517,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.311432127839874,1.0,0.0,0.0,-11.311432127839874,227.62269141997115,102.31218430702643,-69.21984942689258,0.0,69.21984942689258,0.0,11.311432127839874,129.64882062324088,30.329832802142846,38.89001662474973,61.648820889878834,67.99999973336205,0.0,0.0,102.31218430702643,0.0
8,0.1543,0.251,0.105,110.14677412510503,320.0,1.0,30.001518157398866,101.6102836924319,61.346126882102176,0.6056193305308201,0.2933806694601417,1.0,0.0,1.0,38.89001667818244,115.0592211622457,67.99999978154047,0.5910000008122226,0.3379999991921409,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.199352538530462,1.0,0.0,0.0,-19.199352538530462,246.8220439585016,101.6102836924319,-68.89153483558053,0.0,68.89153483558053,0.0,19.199352538530462,129.3461266636355,30.001518157398095,38.89001667818244,61.34612688209502,67.99999978154047,0.0,0.0,101.6102836924319,0.0
9,0.1543,0.251,0.105,113.82029040728634,320.0,1.0,29.494981745193307,100.52736453322315,60.87911897017897,0.6073472598049409,0.2916527401860145,1.0,0.0,1.0,38.890016641957054,115.05922108809257,67.99999974887736,0.5910000009330816,0.3379999990712912,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.058828311765097,1.0,0.0,0.0,-15.058828311765097,261.8808722702667,100.52736453322315,-68.38499838714955,0.0,68.38499838714955,0.0,15.058828311765097,128.87911871905143,29.49498174519249,38.890016641957054,60.879118970174076,67.99999974887736,0.0,0.0,100.52736453322315,0.0
10,0.1543,0.251,0.105,113.67259800277733,320.0,1.0,29.139040945867748,99.76640223743269,60.55095466558838,0.6085614677319306,0.2904385322590481,1.0,0.0,1.0,38.89001660597388,115.05922101443511,67.99999971643265,0.5910000010531232,0.3379999989512462,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.878356379237687,1.0,0.0,0.0,-14.878356379237687,276.7592286495044,99.76640223743269,-68.0290575518411,0.0,68.0290575518411,0.0,14.878356379237687,128.55095438201502,29.139040945867237,38.89001660597388,60.55095466558237,67.99999971643265,0.0,0.0,99.76640223743269,0.0
