t,chp1.bin,chp1.power,chp1.gas,chp1.heat,chp1.eta_th,chp1.eta_el,chp1.y1,chp1.y2,chp2.bin,chp2.power,chp2.gas,chp2.heat,chp2.eta_th,chp2.eta_el,chp2.y1,chp2.y2,boiler1.bin,boiler1.heat,boiler1.gas,boiler1.eta_th,boiler1.y1,boiler1.y2,heat_storage1.heat_charge,heat_storage1.bin_charge,heat_storage1.heat_discharge,heat_storage1.bin_discharge,heat_storage1.heat_balance,heat_storage1.heat_capacity,power_grid.power_balance,power_grid.power_supply,power_grid.power_feedin,ngas_grid.gas_balance,heat_grid.heat_balance,heat_grid.heat_supply,heat_grid.heat_feedin
1,1.0,37.21858864027854,117.03958691910523,68.0,0.5809999999942644,0.31799999999930917,1.0,0.0,1.0,38.095238095238095,119.04761904761905,75.0,0.6299999999967815,0.3200000000069758,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.786288261271054,1.0,8.786288261271068,311.21371173872893,-75.31382673551525,0.0,75.31382673551525,117.03958691910523,0.0,0.0,151.78628826127118
2,1.0,37.21858864027854,117.03958691910523,68.0,0.5809999999942644,0.31799999999930917,1.0,0.0,1.0,38.095238095238095,119.04761904761905,75.0,0.6299999999967814,0.3200000000069758,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.70090785960041,1.0,17.70090785960042,293.5128038791285,-75.31382673551525,0.0,75.31382673551525,117.03958691910523,0.0,0.0,160.7009078596006
3,1.0,37.21858864027628,117.0395869191004,68.0,0.5809999999942721,0.3179999999993015,1.0,0.0,1.0,38.095238095238095,119.04761904761905,75.0,0.6299999999967815,0.3200000000069758,1.0,0.0,1.0,85.2,78.30882352940881,1.08800000000252,1.0,0.0,32.909582713999924,1.0,0.0,-0.0,-32.909582713999924,326.4223865931284,-75.31382673551299,0.0,75.31382673551299,195.3484104485092,0.0,32.909582713999924,228.2
4,1.0,37.218588640276295,117.0395869191004,68.0,0.5809999999942721,0.317999999996065,1.0,0.0,1.0,38.095238095238095,119.04761904761905,75.0,0.6299999999968207,0.3200000000002686,1.0,0.0,1.0,174.0,162.46498599439482,1.07100000000252,1.0,0.0,0.0,0.0,77.04583164420791,1.0,77.04583164420791,249.3765549489205,-75.31382673551073,0.0,75.31382673551073,279.5045729134952,0.0,0.0,394.0458316442079
5,1.0,37.21858864027854,117.03958691910523,68.0,0.5809999999942644,0.31799999999930917,1.0,0.0,1.0,38.095238095238095,119.04761904761905,75.0,0.6299999999967814,0.3200000000069758,1.0,0.0,1.0,123.36410611480146,114.47711986418582,1.0806938085165783,1.0,0.0,0.0,1.0,0.0,-0.0,0.0,249.3765549489205,-75.31382673551525,0.0,75.31382673551525,231.51670678329106,0.0,0.0,266.3641061148016
6,1.0,37.21858864027854,117.03958691910523,68.0,0.5809999999942644,0.31799999999930917,1.0,0.0,1.0,38.095238095238095,119.04761904761905,75.0,0.6299999999967814,0.3200000000069758,1.0,0.0,1.0,138.68523981116067,128.99702770763827,1.0777607085972303,1.0,0.0,0.0,1.0,0.0,0.0,0.0,249.3765549489205,-75.31382673551525,0.0,75.31382673551525,246.0366146267435,0.0,0.0,281.6852398111608
7,1.0,37.21858864027854,117.03958691910523,68.0,0.5809999999942644,0.31799999999930917,1.0,0.0,1.0,38.095238095238095,119.04761904761905,75.0,0.6299999999967814,0.3200000000069758,1.0,0.0,1.0,123.28574870455792,114.4028601913616,1.080708809372143,1.0,0.0,0.0,1.0,0.0,-0.0,0.0,249.3765549489205,-75.31382673551525,0.0,75.31382673551525,231.44244711046684,0.0,0.0,266.28574870455805
8,1.0,37.21858864027628,117.0395869191004,68.0,0.5809999999942721,0.3179999999993015,1.0,0.0,1.0,38.095238095238095,119.04761904761905,75.0,0.6299999999967814,0.3200000000069758,1.0,0.0,1.0,125.41417368097177,116.41997818809153,1.0803013406266584,1.0,0.0,0.0,1.0,0.0,-0.0,0.0,249.3765549489205,-75.31382673551299,0.0,75.31382673551299,233.45956510719193,0.0,0.0,268.41417368096984
9,1.0,37.21858864027854,117.03958691910523,68.0,0.5809999999942644,0.31799999999930917,1.0,0.0,1.0,38.095238095238095,119.04761904761905,75.0,0.6299999999967814,0.3200000000069758,1.0,0.0,1.0,95.47396447061426,88.04550622252265,1.0860331374349474,1.0,0.0,0.0,1.0,0.0,-0.0,0.0,249.3765549489205,-75.31382673551525,0.0,75.31382673551525,205.08509314162788,0.0,0.0,238.4739644706144
10,1.0,37.21858864027854,117.03958691910523,68.0,0.5809999999942644,0.31799999999930917,1.0,0.0,1.0,38.095238095238095,119.04761904761905,75.0,0.6299999999967814,0.3200000000069758,1.0,0.0,1.0,88.59400502266426,81.52533747191234,1.0873502467887217,1.0,0.0,0.0,1.0,0.0,-0.0,0.0,249.3765549489205,-75.31382673551525,0.0,75.31382673551525,198.56492439101757,0.0,0.0,231.5940050226644
11,1.0,37.21858864027628,117.0395869191004,68.0,0.5809999999942721,0.3179999999993015,1.0,0.0,1.0,38.095238095238095,119.04761904761905,75.0,0.6299999999967815,0.3200000000069758,1.0,0.0,1.0,96.45441463585172,88.97468328777653,1.085845438642053,1.0,0.0,15.349184969019973,1.0,0.0,0.0,-15.349184969019973,264.7257399179405,-75.31382673551299,0.0,75.31382673551299,206.01427020687692,0.0,15.349184969019973,239.4544146358498
12,1.0,37.21858864027854,117.03958691910523,68.0,0.5809999999942644,0.31799999999930917,1.0,0.0,1.0,38.095238095238095,119.04761904761905,75.0,0.6299999999967815,0.3200000000069758,1.0,0.0,1.0,85.2,78.30882352940881,1.08800000000252,1.0,0.0,19.41863471244045,1.0,0.0,0.0,-19.418634712440507,284.144374630381,-75.31382673551525,0.0,75.31382673551525,195.34841044851404,0.0,19.41863471244045,228.2
