t,chp1.bin,chp1.power,chp1.gas,chp1.heat,chp1.eta_th,chp1.eta_el,chp1.y1,chp1.y2,chp2.bin,chp2.power,chp2.gas,chp2.heat,chp2.eta_th,chp2.eta_el,chp2.y1,chp2.y2,boiler1.bin,boiler1.heat,boiler1.gas,boiler1.eta_th,boiler1.y1,boiler1.y2,heat_storage1.heat_charge,heat_storage1.bin_charge,heat_storage1.heat_discharge,heat_storage1.bin_discharge,heat_storage1.heat_balance,heat_storage1.heat_capacity,power_grid.power_balance,power_grid.power_supply,power_grid.power_feedin,ngas_grid.gas_balance,heat_grid.heat_balance,heat_grid.heat_supply,heat_grid.heat_feedin
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.80321860304693,1.0,38.80321860304696,281.19678139695304,0.0,0.0,0.0,0.0,0.0,0.0,38.80321860304693
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047812,115.0592216582155,68.0,0.5910000000035639,0.33800000000339747,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.119093865528406,1.0,0.0,-0.0,-21.119093865528384,302.3158752624814,-38.89001692047812,0.0,38.89001692047812,0.0,0.0,21.119093865528406,68.0
3,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047168,115.05922165820232,68.0,0.5910000000035853,0.338000000003376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.883999268315677,1.0,24.883999268315677,277.43187599416575,-38.89001692047168,0.0,38.89001692047168,0.0,0.0,0.0,92.88399926831568
4,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047168,115.05922165820232,68.0,0.5910000000035853,0.338000000003376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.918553633963208,1.0,0.0,-0.0,-5.9185536339631994,283.35042962812895,-38.89001692047168,0.0,38.89001692047168,0.0,0.0,5.918553633963208,68.0
5,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047168,115.05922165820232,68.0,0.5910000000035853,0.338000000003376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5817425285048188,1.0,0.581742528504833,282.7686870996241,-38.89001692047168,0.0,38.89001692047168,0.0,0.0,0.0,68.58174252850482
6,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047168,115.05922165820232,68.0,0.5910000000035853,0.338000000003376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9446066951678658,1.0,0.0,0.0,-1.944606695167863,284.713293794792,-38.89001692047168,0.0,38.89001692047168,0.0,0.0,1.9446066951678658,68.0
7,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.14926924304674,113.5429134799852,67.33209737986122,0.593471239698099,0.33552876030886253,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2543014672872914,1.0,0.0,0.0,-3.2543014672872914,287.96759526207927,-38.14926924304674,0.0,38.14926924304674,0.0,0.0,3.2543014672872914,67.33209737986122
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047168,115.05922165820232,68.0,0.5910000000035853,0.338000000003376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.163854595732154,1.0,0.0,-0.0,-11.163854595732175,299.13144985781145,-38.89001692047168,0.0,38.89001692047168,0.0,0.0,11.163854595732154,68.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047812,115.0592216582155,68.0,0.5910000000035639,0.33800000000339747,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.52738817942086,1.0,0.0,-0.0,-13.52738817942086,312.65883803723233,-38.89001692047812,0.0,38.89001692047812,0.0,0.0,13.52738817942086,68.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047168,115.05922165820232,68.0,0.5910000000035853,0.338000000003376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.083968360962572,1.0,0.0,-0.0,-20.083968360962558,332.7428063981949,-38.89001692047168,0.0,38.89001692047168,0.0,0.0,20.083968360962572,68.0
11,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047812,115.0592216582155,68.0,0.5910000000035639,0.33800000000339747,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.914597644970804,1.0,0.0,0.0,-22.914597644970797,355.6574040431657,-38.89001692047812,0.0,38.89001692047812,0.0,0.0,22.914597644970804,68.0
12,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.59150934944637,1.0,43.59150934944637,312.0658946937193,0.0,0.0,0.0,0.0,0.0,0.0,43.59150934944637
13,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.22027402905724,1.0,42.22027402905724,269.8456206646621,0.0,0.0,0.0,0.0,0.0,0.0,42.22027402905724
14,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.799363057322694,92.35668789808497,58.0,0.6280000000035856,0.3010000000033758,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.612429629993336,1.0,0.0,-0.0,-11.612429629993336,281.45805029465544,-27.799363057322694,0.0,27.799363057322694,0.0,0.0,11.612429629993336,58.0
15,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.799363057322736,92.35668789808506,58.0,0.6280000000035855,0.3010000000033759,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81918322180487,1.0,0.0,-0.0,-7.819183221804849,289.2772335164603,-27.799363057322736,0.0,27.799363057322736,0.0,0.0,7.81918322180487,58.0
16,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.890016920478125,115.05922165821552,68.0,0.591000000003564,0.3380000000033975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.87794292893129,1.0,0.0,0.0,-7.877942928931304,297.1551764453916,-38.890016920478125,0.0,38.890016920478125,0.0,0.0,7.87794292893129,68.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047812,115.0592216582155,68.0,0.5910000000035639,0.33800000000339747,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.135647924429662,1.0,0.0,-0.0,-12.13564792442969,309.2908243698213,-38.89001692047812,0.0,38.89001692047812,0.0,0.0,12.135647924429662,68.0
18,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.32407015131251,101.61874916367555,62.07974782174379,0.6129049330631298,0.3160950669438276,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,309.2908243698213,-32.32407015131251,0.0,32.32407015131251,0.0,0.0,0.0,62.07974782174407
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047168,115.05922165820232,68.0,0.5910000000035853,0.338000000003376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.510374871886853,1.0,0.0,-0.0,-12.510374871886825,321.8011992417081,-38.89001692047168,0.0,38.89001692047168,0.0,0.0,12.510374871886853,68.0
20,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047168,115.05922165820232,68.0,0.5910000000035853,0.338000000003376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.37021885898225,1.0,0.0,-0.0,-17.37021885898225,339.17141810069035,-38.89001692047168,0.0,38.89001692047168,0.0,0.0,17.37021885898225,68.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.17174045437648,1.0,34.17174045437648,304.99967764631384,0.0,0.0,0.0,0.0,0.0,0.0,34.17174045437648
22,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.22996590789113,103.47311494324512,62.896557874385316,0.6098827358683597,0.31911726413860164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.069685422230748,1.0,0.0,0.0,-27.069685422230748,332.06936306854465,-33.22996590789113,0.0,33.22996590789113,0.0,0.0,27.069685422230748,62.896557874385316
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.40072404058084,1.0,34.40072404058088,297.66863902796376,0.0,0.0,0.0,0.0,0.0,0.0,34.40072404058082
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.799363058292073,92.35668790006926,58.000000000873996,0.6280000000003516,0.30100000000660976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.33136097203625,1.0,0.0,0.0,-22.331360972036236,320.0,-27.799363058292073,0.0,27.799363058292073,0.0,0.0,22.33136097203625,58.000000000873996
