t,Scenario8.GAS_PRICE,Scenario8.POWER_PRICE,Scenario8.HEAT_PRICE,Scenario8.heat_demand,Scenario8.heat_demand_scenario,Scenario8.delta_heat_demand,Scenario8.probability,Scenario8.heat_storage1.initial_soc,Scenario8.chp1.bin,Scenario8.chp1.power,Scenario8.chp1.gas,Scenario8.chp1.heat,Scenario8.chp1.eta_th,Scenario8.chp1.eta_el,Scenario8.chp1.y1,Scenario8.chp1.y2,Scenario8.chp2.bin,Scenario8.chp2.power,Scenario8.chp2.gas,Scenario8.chp2.heat,Scenario8.chp2.eta_th,Scenario8.chp2.eta_el,Scenario8.chp2.y1,Scenario8.chp2.y2,Scenario8.boiler1.bin,Scenario8.boiler1.heat,Scenario8.boiler1.gas,Scenario8.boiler1.eta_th,Scenario8.boiler1.y1,Scenario8.boiler1.y2,Scenario8.heat_storage1.heat_charge,Scenario8.heat_storage1.bin_charge,Scenario8.heat_storage1.heat_discharge,Scenario8.heat_storage1.bin_discharge,Scenario8.heat_storage1.heat_balance,Scenario8.heat_storage1.heat_capacity,Scenario8.heat_storage1.dispatch_heat_capacity,Scenario8.heat_storage1.dispatch_heat_charge,Scenario8.heat_storage1.dispatch_heat_discharge,Scenario8.heat_storage1.dispatch_storage_capacity,Scenario8.heat_storage1.dispatch_extension,Scenario8.heat_storage1.use_extension,Scenario8.ngas_grid.gas_balance,Scenario8.power_grid.power_balance,Scenario8.power_grid.power_supply,Scenario8.power_grid.power_feedin,Scenario8.heat_grid.heat_balance,Scenario8.heat_grid.heat_supply,Scenario8.heat_grid.heat_feedin,Scenario8.heat_grid.dispatch_heat_feedin,Scenario8.heat_grid.dispatch_heat_supply,Scenario8.heat_grid.dispatch_heat_balance,Scenario8.arc01_expanded.power,Scenario8.arc02_expanded.power,Scenario8.arc03_expanded.heat,Scenario8.arc04_expanded.heat,Scenario8.arc05_expanded.heat,Scenario8.arc06_expanded.gas,Scenario8.arc07_expanded.gas,Scenario8.arc08_expanded.heat
1,0.1543,0.251,0.105,151.78628826127118,139.05463024008097,12.731658021190214,0.06120965934401877,320.0,1.0,37.21858864027628,117.0395869191004,68.0,0.5809999999942721,0.3179999999993015,1.0,0.0,1.0,38.89001692046986,115.05922165819109,68.0,0.5910000000034386,0.33800000000332575,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.786288261279807,1.0,15.786288261279822,304.2137117387202,316.94536975991036,12.731658021190214,0.0,316.94536975991036,0.0,0.0,117.0395869191004,-76.10860556074614,0.0,76.10860556074614,0.0,0.0,151.78628826127118,0.0,12.731658021190214,0.0,37.21858864027628,38.89001692046986,68.0,68.0,0.0,0.0,117.0395869191004,15.786288261279807
2,0.1543,0.251,0.105,160.7009078596006,151.98320591973078,8.717701939869812,0.06120965934401877,320.0,1.0,37.21858864027854,117.03958691910523,68.0,0.5809999999942644,0.3179999999993092,1.0,0.0,1.0,38.89001692046986,115.05922165819109,68.0,0.5910000000034386,0.33800000000332575,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.700907859600278,1.0,24.700907859607128,279.51280387911305,288.23050581898286,8.717701939869812,0.0,288.23050581898286,0.0,0.0,117.03958691910523,-76.1086055607484,0.0,76.1086055607484,0.0,0.0,160.7009078595937,0.0,8.717701939869812,0.0,37.21858864027854,38.89001692046986,68.0,68.0,0.0,0.0,117.03958691910523,24.700907859600278
3,0.1543,0.251,0.105,195.29041728599813,268.2575467314162,-72.96712944541807,0.06120965934401877,320.0,1.0,37.21858864027854,117.03958691910523,68.0,0.5809999999942644,0.31799999999930917,1.0,0.0,1.0,38.89001692046986,115.05922165819109,68.0,0.5910000000034386,0.33800000000332575,1.0,0.0,1.0,85.2,78.30882352940881,1.08800000000252,1.0,0.0,25.90958271399532,1.0,0.0,0.0,-25.90958271399532,305.4223865931084,232.45525714769033,0.0,72.96712944541807,232.45525714769033,0.0,0.0,195.34841044851404,-76.1086055607484,0.0,76.1086055607484,0.0,25.90958271399532,221.2,72.96712944541807,0.0,0.0,37.21858864027854,38.89001692046986,68.0,68.0,85.2,78.30882352940881,117.03958691910523,0.0
4,0.1543,0.251,0.105,394.0458316442079,321.29029075976644,72.75554088444147,0.06120965934401877,320.0,1.0,37.218588640276295,117.0395869191004,68.0,0.5809999999942721,0.317999999996065,1.0,0.0,1.0,38.89001692046736,115.05922165820232,68.0,0.5910000000035853,0.3380000000001399,1.0,0.0,1.0,174.0,162.46498599439482,1.07100000000252,1.0,0.0,0.0,0.0,84.04583164420791,1.0,84.04583164420791,221.3765549489005,294.13209583334196,72.75554088444147,0.0,294.13209583334196,0.0,0.0,279.5045729134952,-76.10860556074365,0.0,76.10860556074365,0.0,0.0,394.0458316442079,0.0,72.75554088444147,0.0,37.218588640276295,38.89001692046736,68.0,68.0,174.0,162.46498599439482,117.0395869191004,84.04583164420791
5,0.1543,0.251,0.105,266.3641061148016,271.0260696088882,-4.661963494086592,0.06120965934401877,320.0,1.0,37.21858864027628,117.0395869191004,68.0,0.5809999999942721,0.3179999999993015,1.0,0.0,1.0,38.89001692046986,115.05922165819106,68.0,0.5910000000034384,0.33800000000332575,1.0,0.0,1.0,130.36410611481023,121.11105159003762,1.0793537184264865,1.0,0.0,0.0,1.0,0.0,0.0,0.0,221.3765549489005,216.7145914548139,0.0,4.661963494086592,216.7145914548139,0.0,0.0,238.15063850913802,-76.10860556074614,0.0,76.10860556074614,0.0,0.0,266.3641061148016,4.661963494086592,0.0,0.0,37.21858864027628,38.89001692046986,68.0,68.0,130.36410611481023,121.11105159003762,117.0395869191004,0.0
6,0.1543,0.251,0.105,281.6852398111608,278.5348949598071,3.1503448513536796,0.06120965934401877,320.0,1.0,37.21858864027854,117.03958691910523,68.0,0.5809999999942644,0.31799999999930917,1.0,0.0,1.0,38.89001692046986,115.05922165819106,68.0,0.5910000000034384,0.33800000000332575,1.0,0.0,1.0,145.68523981116732,135.63095943348807,1.076420618507139,1.0,0.0,0.0,1.0,0.0,0.0,0.0,221.3765549489005,224.52689980025417,3.1503448513536796,0.0,224.52689980025417,0.0,0.0,252.6705463525933,-76.1086055607484,0.0,76.1086055607484,0.0,0.0,281.6852398111608,0.0,3.1503448513536796,0.0,37.21858864027854,38.89001692046986,68.0,68.0,145.68523981116732,135.63095943348807,117.03958691910523,0.0
7,0.1543,0.251,0.105,266.28574870455805,254.62022408795372,11.66552461660433,0.06120965934401877,320.0,1.0,37.21858864027854,117.03958691910523,68.0,0.5809999999942644,0.31799999999930917,1.0,0.0,1.0,38.89001692046736,115.05922165818957,68.0,0.5910000000035198,0.33800000000333846,1.0,0.0,1.0,130.2857487045635,121.03679191721038,1.0793687192820518,1.0,0.0,0.0,1.0,0.0,0.0,0.0,221.3765549489005,233.04207956550482,11.66552461660433,0.0,233.04207956550482,0.0,0.0,238.0763788363156,-76.1086055607459,0.0,76.1086055607459,0.0,0.0,266.28574870455805,0.0,11.66552461660433,0.0,37.21858864027854,38.89001692046736,68.0,68.0,130.2857487045635,121.03679191721038,117.03958691910523,0.0
8,0.1543,0.251,0.105,268.41417368096984,285.9275303346261,-17.513356653656274,0.06120965934401877,320.0,1.0,37.21858864027628,117.0395869191004,68.0,0.5809999999942721,0.3179999999993015,1.0,0.0,1.0,38.89001692046986,115.05922165819106,68.0,0.5910000000034384,0.33800000000332575,1.0,0.0,1.0,132.41417368097848,123.05390991394138,1.0789612505365669,1.0,0.0,0.0,1.0,0.0,0.0,0.0,221.3765549489005,203.86319829524422,0.0,17.513356653656274,203.86319829524422,0.0,0.0,240.0934968330418,-76.10860556074614,0.0,76.10860556074614,0.0,0.0,268.41417368096984,17.513356653656274,0.0,0.0,37.21858864027628,38.89001692046986,68.0,68.0,132.41417368097848,123.05390991394138,117.0395869191004,0.0
9,0.1543,0.251,0.105,238.4739644706144,259.15731815402813,-20.683353683413742,0.06120965934401877,320.0,1.0,37.21858864027854,117.03958691910523,68.0,0.5809999999942644,0.31799999999930917,1.0,0.0,1.0,38.89001692046986,115.05922165819106,68.0,0.5910000000034384,0.33800000000332575,1.0,0.0,1.0,102.47396447062094,94.67943794837247,1.0846930473448562,1.0,0.0,0.0,1.0,0.0,0.0,0.0,221.3765549489005,200.69320126548675,0.0,20.683353683413742,200.69320126548675,0.0,0.0,211.71902486747769,-76.1086055607484,0.0,76.1086055607484,0.0,0.0,238.4739644706144,20.683353683413742,0.0,0.0,37.21858864027854,38.89001692046986,68.0,68.0,102.47396447062094,94.67943794837247,117.03958691910523,0.0
10,0.1543,0.251,0.105,231.5940050226644,221.7446043393616,9.849400683302804,0.06120965934401877,320.0,1.0,37.21858864027854,117.03958691910523,68.0,0.5809999999942644,0.31799999999930917,1.0,0.0,1.0,38.89001692046986,115.05922165819106,68.0,0.5910000000034384,0.33800000000332575,1.0,0.0,1.0,95.59400502267094,88.15926919776214,1.0860101566986304,1.0,0.0,0.0,1.0,0.0,0.0,0.0,221.3765549489005,231.2259556322033,9.849400683302804,0.0,231.2259556322033,0.0,0.0,205.19885611686738,-76.1086055607484,0.0,76.1086055607484,0.0,0.0,231.5940050226644,0.0,9.849400683302804,0.0,37.21858864027854,38.89001692046986,68.0,68.0,95.59400502267094,88.15926919776214,117.03958691910523,0.0
