t,Scenario4.GAS_PRICE,Scenario4.POWER_PRICE,Scenario4.HEAT_PRICE,Scenario4.heat_demand,Scenario4.heat_demand_scenario,Scenario4.delta_heat_demand,Scenario4.probability,Scenario4.heat_storage1.initial_soc,Scenario4.chp1.bin,Scenario4.chp1.power,Scenario4.chp1.gas,Scenario4.chp1.heat,Scenario4.chp1.eta_th,Scenario4.chp1.eta_el,Scenario4.chp1.y1,Scenario4.chp1.y2,Scenario4.chp2.bin,Scenario4.chp2.power,Scenario4.chp2.gas,Scenario4.chp2.heat,Scenario4.chp2.eta_th,Scenario4.chp2.eta_el,Scenario4.chp2.y1,Scenario4.chp2.y2,Scenario4.boiler1.bin,Scenario4.boiler1.heat,Scenario4.boiler1.gas,Scenario4.boiler1.eta_th,Scenario4.boiler1.y1,Scenario4.boiler1.y2,Scenario4.heat_storage1.heat_charge,Scenario4.heat_storage1.bin_charge,Scenario4.heat_storage1.heat_discharge,Scenario4.heat_storage1.bin_discharge,Scenario4.heat_storage1.heat_balance,Scenario4.heat_storage1.heat_capacity,Scenario4.heat_storage1.dispatch_heat_capacity,Scenario4.heat_storage1.dispatch_heat_charge,Scenario4.heat_storage1.dispatch_heat_discharge,Scenario4.heat_storage1.dispatch_storage_capacity,Scenario4.heat_storage1.dispatch_extension,Scenario4.heat_storage1.use_extension,Scenario4.ngas_grid.gas_balance,Scenario4.power_grid.power_balance,Scenario4.power_grid.power_supply,Scenario4.power_grid.power_feedin,Scenario4.heat_grid.heat_balance,Scenario4.heat_grid.heat_supply,Scenario4.heat_grid.heat_feedin,Scenario4.heat_grid.dispatch_heat_feedin,Scenario4.heat_grid.dispatch_heat_supply,Scenario4.heat_grid.dispatch_heat_balance,Scenario4.arc01_expanded.power,Scenario4.arc02_expanded.power,Scenario4.arc03_expanded.heat,Scenario4.arc04_expanded.heat,Scenario4.arc05_expanded.heat,Scenario4.arc06_expanded.gas,Scenario4.arc07_expanded.gas,Scenario4.arc08_expanded.heat
1,0.1543,0.251,0.105,53.9955548379377,19.81925125341452,34.17630358452318,0.061311927729860556,320.0,1.0,30.514688738567287,102.70738597550437,61.819251253416176,0.6038687703566327,0.29513122963694144,1.0,0.0,1.0,38.89001692046986,115.05922165819862,68.0,0.5910000000035914,0.3380000000033699,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.82369641547683,1.0,0.0,0.0,-75.82369641547683,395.82369641547683,430.0,34.17630358452318,0.0,400.0,30.0,1.0,102.70738597550437,-69.40470565903715,0.0,69.40470565903715,0.0,75.82369641547683,129.81925125341454,0.0,34.17630358452318,0.0,30.514688738567287,38.89001692046986,61.819251253416176,68.0,0.0,0.0,102.70738597550437,0.0
2,0.1543,0.251,0.105,62.63446794760584,53.91676600773603,8.717701939869812,0.061311927729860556,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.571084790335675,112.35937171416896,66.81077153212901,0.5954001453347081,0.33359985467225334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1763035845231675,1.0,0.0,0.0,-4.176303584523168,400.0,408.7177019398698,8.717701939869812,0.0,400.0,8.717701939869812,1.0,0.0,-37.571084790335675,0.0,37.571084790335675,0.0,4.1763035845231675,66.81077153212901,0.0,8.717701939869812,0.0,0.0,37.571084790335675,0.0,66.81077153212901,0.0,0.0,0.0,0.0
3,0.1543,0.251,0.105,117.96714356822358,122.25619703563049,-4.289053467406916,0.061311927729860556,320.0,1.0,26.372168284790547,93.85113268607955,58.0,0.6179999999942721,0.2809999999993016,1.0,0.0,1.0,29.981053898751483,96.82260222494438,59.96714356822357,0.6207215688011583,0.30827843120580317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,400.0,395.7109465325931,0.0,4.289053467406916,395.7109465325931,0.0,0.0,93.85113268607955,-56.35322218354203,0.0,56.35322218354203,0.0,0.0,117.96714356822358,4.289053467406916,0.0,0.0,26.372168284790547,29.981053898751483,58.0,59.96714356822357,0.0,0.0,93.85113268607955,0.0
4,0.1543,0.251,0.105,76.96948856098527,127.28631838787626,-50.316829826890995,0.061311927729860556,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692046986,115.05922165819862,68.0,0.5910000000035914,0.3380000000033699,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.969488560986903,1.0,8.969488560986903,391.03051143901314,340.7136816121222,0.0,50.316829826890995,340.7136816121222,0.0,0.0,0.0,-38.89001692046986,0.0,38.89001692046986,0.0,0.0,76.96948856098527,50.316829826890995,0.0,0.0,0.0,38.89001692046986,0.0,68.0,0.0,0.0,0.0,8.969488560986903
5,0.1543,0.251,0.105,77.02039847440128,56.06107359336608,20.959324881035194,0.061311927729860556,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692046986,115.05922165819862,68.0,0.5910000000035914,0.3380000000033699,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.02039847440291,1.0,9.020398474402953,382.0101129646102,402.96943784564536,20.959324881035194,0.0,400.0,2.969437845645402,1.0,0.0,-38.89001692046986,0.0,38.89001692046986,0.0,0.0,77.02039847440128,0.0,20.959324881035194,0.0,0.0,38.89001692046986,0.0,68.0,0.0,0.0,0.0,9.02039847440291
6,0.1543,0.251,0.105,74.84938140259251,71.69903655123885,3.1503448513536654,0.061311927729860556,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047168,115.05922165820232,68.0,0.5910000000035853,0.338000000003376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.849381402592513,1.0,6.849381402592513,375.1607315620177,378.3110764133714,3.1503448513536654,0.0,378.3110764133714,0.0,0.0,0.0,-38.89001692047168,0.0,38.89001692047168,0.0,0.0,74.84938140259251,0.0,3.1503448513536654,0.0,0.0,38.89001692047168,0.0,68.0,0.0,0.0,0.0,6.849381402592513
7,0.1543,0.251,0.105,81.62309187243272,94.54683876697997,-12.92374689454725,0.061311927729860556,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047168,115.05922165820232,68.0,0.5910000000035853,0.338000000003376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.623091872432724,1.0,13.623091872432724,361.537639689585,348.6138927950377,0.0,12.92374689454725,348.6138927950377,0.0,0.0,0.0,-38.89001692047168,0.0,38.89001692047168,0.0,0.0,81.62309187243272,12.92374689454725,0.0,0.0,0.0,38.89001692047168,0.0,68.0,0.0,0.0,0.0,13.623091872432724
8,0.1543,0.251,0.105,83.51673593360302,101.03009258725928,-17.51335665365626,0.061311927729860556,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047168,115.05922165820232,68.0,0.5910000000035853,0.338000000003376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.516735933603016,1.0,15.516735933603002,346.020903755982,328.5075471023257,0.0,17.51335665365626,328.5075471023257,0.0,0.0,0.0,-38.89001692047168,0.0,38.89001692047168,0.0,0.0,83.51673593360302,17.51335665365626,0.0,0.0,0.0,38.89001692047168,0.0,68.0,0.0,0.0,0.0,15.516735933603016
9,0.1543,0.251,0.105,78.08779330644343,48.89497936012424,29.19281394631919,0.061311927729860556,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047168,115.05922165820232,68.0,0.5910000000035853,0.338000000003376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.08779330644343,1.0,10.087793306443416,335.93311044953856,365.12592439585774,29.19281394631919,0.0,365.12592439585774,0.0,-0.0,0.0,-38.89001692047168,0.0,38.89001692047168,0.0,0.0,78.08779330644343,0.0,29.19281394631919,0.0,0.0,38.89001692047168,0.0,68.0,0.0,0.0,0.0,10.08779330644343
10,0.1543,0.251,0.105,67.5809212944397,28.603405837672895,38.97751545676681,0.061311927729860556,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047169,115.05922165820232,68.0,0.5910000000035853,0.338000000003376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41907870556029536,1.0,0.0,0.0,-0.41907870556029536,336.35218915509887,375.3297046118657,38.97751545676681,0.0,375.3297046118657,0.0,0.0,0.0,-38.89001692047169,0.0,38.89001692047169,0.0,0.41907870556029536,68.0,0.0,38.97751545676681,0.0,0.0,38.89001692047169,0.0,68.0,0.0,0.0,0.0,0.0
