Scenario:,ObjectiveValue
Scenario1,-148.22152276279735
Scenario2,-146.90677942136105
Scenario3,-147.11200189721558
Scenario4,-148.3240334073253
Scenario5,-146.52712538160915
Scenario6,-146.89665908544723
Scenario7,-146.47019538810343
Scenario8,-146.8088358239036
Scenario9,-148.24576504264363
Scenario10,-147.53747559426574
