Scenario:,ObjectiveValue
Scenario1,-153.26313242149047
Scenario2,-152.23227403337964
Scenario3,-151.9032393775771
Scenario4,-151.94171293173233
Scenario5,-152.88151268056393
Scenario6,-151.52223229211745
Scenario7,-151.36527893788016
Scenario8,-152.98675510243945
Scenario9,-151.97586206958286
Scenario10,-152.86071615854286
