Scenario:,ObjectiveValue
Scenario1,-326.91580912213567
Scenario2,-327.04074024746814
Scenario3,-325.95188365735015
Scenario4,-327.27408878996687
Scenario5,-326.84827786002
Scenario6,-326.9807137498439
Scenario7,-326.691768289999
Scenario8,-326.88555666353903
Scenario9,-326.91548313061287
Scenario10,-326.84806710585775
