Scenario:,ObjectiveValue
Scenario1,-152.07986846088167
Scenario2,-150.89894657838997
Scenario3,-151.7718266632246
Scenario4,-150.45764550598136
Scenario5,-150.8118717283234
Scenario6,-151.19689283162168
Scenario7,-151.38080054873896
Scenario8,-151.82937917111127
Scenario9,-151.39227254718588
Scenario10,-150.34792301321482
