Scenario:,ObjectiveValue
Scenario1,-295.7978725655771
Scenario2,-294.8107093427173
Scenario3,-295.81849821117703
Scenario4,-297.2090303588205
Scenario5,-295.79017601231016
Scenario6,-297.616058563347
Scenario7,-295.65030806036737
Scenario8,-296.2581472155072
Scenario9,-296.1801293306718
Scenario10,-296.02768369088597
