Scenario:,ObjectiveValue
Scenario1,-149.29588568066538
Scenario2,-150.80085715592782
Scenario3,-151.04502135247935
Scenario4,-149.51416038252785
Scenario5,-150.06677454477602
Scenario6,-151.28259595806463
Scenario7,-149.34064675157023
Scenario8,-150.13639135120894
Scenario9,-149.89124946270735
Scenario10,-151.97227106889414
