Scenario:,ObjectiveValue
Scenario1,-364.64889353812583
Scenario2,-364.48259661709034
Scenario3,-364.53216490523096
Scenario4,-365.4327249634764
Scenario5,-365.052247388482
Scenario6,-365.3074305786776
Scenario7,-364.569832528078
Scenario8,-365.4635345141444
Scenario9,-365.6465678690645
Scenario10,-365.02155508885556
