Scenario:,ObjectiveValue
Scenario1,-201.8773729981074
Scenario2,-201.10003965569118
Scenario3,-200.65023984640388
Scenario4,-201.6864741156242
Scenario5,-200.58922583033993
Scenario6,-200.84136128589432
Scenario7,-201.28684817197112
Scenario8,-200.20327427652705
Scenario9,-200.87544758092687
Scenario10,-200.6717366814161
