Scenario:,ObjectiveValue
Scenario1,-339.12444191328893
Scenario2,-340.43233868781857
Scenario3,-340.05567941530586
Scenario4,-339.4746040841936
Scenario5,-339.88229645641957
Scenario6,-340.2675992909633
Scenario7,-340.7981732665171
Scenario8,-339.8361029133626
Scenario9,-339.35225857765096
Scenario10,-340.0630890920274
