Scenario:,ObjectiveValue
Scenario1,-153.9518512691769
Scenario2,-155.45682274443934
Scenario3,-155.7009869409909
Scenario4,-154.17012597103937
Scenario5,-154.72274013328754
Scenario6,-155.93856154657615
Scenario7,-153.99661234008175
Scenario8,-154.79235693972046
Scenario9,-154.54721505121887
Scenario10,-156.62823665740567
