t,Scenario6.GAS_PRICE,Scenario6.POWER_PRICE,Scenario6.HEAT_PRICE,Scenario6.heat_demand,Scenario6.heat_demand_scenario,Scenario6.delta_heat_demand,Scenario6.probability,Scenario6.heat_storage1.initial_soc,Scenario6.chp1.bin,Scenario6.chp1.power,Scenario6.chp1.gas,Scenario6.chp1.heat,Scenario6.chp1.eta_th,Scenario6.chp1.eta_el,Scenario6.chp1.y1,Scenario6.chp1.y2,Scenario6.chp2.bin,Scenario6.chp2.power,Scenario6.chp2.gas,Scenario6.chp2.heat,Scenario6.chp2.eta_th,Scenario6.chp2.eta_el,Scenario6.chp2.y1,Scenario6.chp2.y2,Scenario6.boiler1.bin,Scenario6.boiler1.heat,Scenario6.boiler1.gas,Scenario6.boiler1.eta_th,Scenario6.boiler1.y1,Scenario6.boiler1.y2,Scenario6.heat_storage1.heat_charge,Scenario6.heat_storage1.bin_charge,Scenario6.heat_storage1.heat_discharge,Scenario6.heat_storage1.bin_discharge,Scenario6.heat_storage1.heat_balance,Scenario6.heat_storage1.heat_capacity,Scenario6.heat_storage1.dispatch_heat_capacity,Scenario6.heat_storage1.dispatch_heat_charge,Scenario6.heat_storage1.dispatch_heat_discharge,Scenario6.heat_storage1.dispatch_storage_capacity,Scenario6.heat_storage1.dispatch_extension,Scenario6.heat_storage1.use_extension,Scenario6.ngas_grid.gas_balance,Scenario6.power_grid.power_balance,Scenario6.power_grid.power_supply,Scenario6.power_grid.power_feedin,Scenario6.heat_grid.heat_balance,Scenario6.heat_grid.heat_supply,Scenario6.heat_grid.heat_feedin,Scenario6.heat_grid.dispatch_heat_feedin,Scenario6.heat_grid.dispatch_heat_supply,Scenario6.heat_grid.dispatch_heat_balance,Scenario6.arc01_expanded.power,Scenario6.arc02_expanded.power,Scenario6.arc03_expanded.heat,Scenario6.arc04_expanded.heat,Scenario6.arc05_expanded.heat,Scenario6.arc06_expanded.gas,Scenario6.arc07_expanded.gas,Scenario6.arc08_expanded.heat
1,0.1543,0.251,0.105,38.80321860304693,26.07156058185671,12.73165802119022,0.10886112103020155,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.80321860304693,1.0,38.80321860304696,281.19678139695304,293.9284394181433,12.73165802119022,0.0,293.9284394181433,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.80321860304693,0.0,12.73165802119022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.80321860304693
2,0.1543,0.251,0.105,46.88090613447741,38.163204194607594,8.717701939869812,0.10886112103020155,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047812,115.0592216582155,68.0,0.5910000000035639,0.33800000000339747,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.119093865528406,1.0,0.0,0.0,-21.119093865528384,302.3158752624814,311.03357720235124,8.717701939869812,0.0,311.03357720235124,0.0,-0.0,0.0,-38.89001692047812,0.0,38.89001692047812,0.0,21.119093865528406,68.0,0.0,8.717701939869812,0.0,0.0,38.89001692047812,0.0,68.0,0.0,0.0,0.0,0.0
3,0.1543,0.251,0.105,92.88399926831568,97.17305273572259,-4.289053467406916,0.10886112103020155,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047168,115.05922165820232,68.0,0.5910000000035853,0.338000000003376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.883999268315677,1.0,24.883999268315677,277.43187599416575,273.14282252675883,0.0,4.289053467406916,273.14282252675883,0.0,0.0,0.0,-38.89001692047168,0.0,38.89001692047168,0.0,0.0,92.88399926831568,4.289053467406916,0.0,0.0,0.0,38.89001692047168,0.0,68.0,0.0,0.0,0.0,24.883999268315677
4,0.1543,0.251,0.105,62.08144636603679,50.86209083726154,11.219355528775253,0.10886112103020155,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047168,115.05922165820232,68.0,0.5910000000035853,0.338000000003376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.918553633963208,1.0,0.0,0.0,-5.9185536339631994,283.35042962812895,294.56978515690423,11.219355528775253,0.0,294.56978515690423,0.0,-0.0,0.0,-38.89001692047168,0.0,38.89001692047168,0.0,5.918553633963208,68.0,0.0,11.219355528775253,0.0,0.0,38.89001692047168,0.0,68.0,0.0,0.0,0.0,0.0
5,0.1543,0.251,0.105,68.58174252850482,73.24370602259141,-4.661963494086592,0.10886112103020155,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047168,115.05922165820232,68.0,0.5910000000035853,0.338000000003376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5817425285048188,1.0,0.581742528504833,282.7686870996241,278.1067236055375,0.0,4.661963494086592,278.1067236055375,0.0,0.0,0.0,-38.89001692047168,0.0,38.89001692047168,0.0,0.0,68.58174252850482,4.661963494086592,0.0,0.0,0.0,38.89001692047168,0.0,68.0,0.0,0.0,0.0,0.5817425285048188
6,0.1543,0.251,0.105,66.05539330483214,36.65501854700703,29.400374757825105,0.10886112103020155,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047168,115.05922165820232,68.0,0.5910000000035853,0.338000000003376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9446066951678658,1.0,0.0,0.0,-1.944606695167863,284.713293794792,314.11366855261707,29.400374757825105,0.0,314.11366855261707,0.0,-0.0,0.0,-38.89001692047168,0.0,38.89001692047168,0.0,1.9446066951678658,68.0,0.0,29.400374757825105,0.0,0.0,38.89001692047168,0.0,68.0,0.0,0.0,0.0,0.0
7,0.1543,0.251,0.105,64.07779591257393,27.82299978481806,36.254796127755874,0.10886112103020155,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.14926924304674,113.5429134799852,67.33209737986122,0.593471239698099,0.33552876030886253,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2543014672872914,1.0,0.0,0.0,-3.2543014672872914,287.96759526207927,324.22239138983514,36.254796127755874,0.0,324.22239138983514,0.0,-0.0,0.0,-38.14926924304674,0.0,38.14926924304674,0.0,3.2543014672872914,67.33209737986122,0.0,36.254796127755874,0.0,0.0,38.14926924304674,0.0,67.33209737986122,0.0,0.0,0.0,0.0
8,0.1543,0.251,0.105,56.836145404267846,47.87096019988247,8.965185204385378,0.10886112103020155,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047168,115.05922165820232,68.0,0.5910000000035853,0.338000000003376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.163854595732154,1.0,0.0,0.0,-11.163854595732175,299.13144985781145,308.0966350621968,8.965185204385378,0.0,308.0966350621968,0.0,-0.0,0.0,-38.89001692047168,0.0,38.89001692047168,0.0,11.163854595732154,68.0,0.0,8.965185204385378,0.0,0.0,38.89001692047168,0.0,68.0,0.0,0.0,0.0,0.0
9,0.1543,0.251,0.105,54.47261182058495,50.21788168913221,4.254730131452739,0.10886112103020155,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047812,115.0592216582155,68.0,0.5910000000035639,0.33800000000339747,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.52738817942086,1.0,0.0,0.0,-13.52738817942086,312.65883803723233,316.91356816868506,4.254730131452739,0.0,316.91356816868506,0.0,-0.0,0.0,-38.89001692047812,0.0,38.89001692047812,0.0,13.52738817942086,68.0,0.0,4.254730131452739,0.0,0.0,38.89001692047812,0.0,68.0,0.0,0.0,0.0,0.0
10,0.1543,0.251,0.105,47.91603163903743,8.938516182270618,38.97751545676681,0.10886112103020155,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89001692047168,115.05922165820232,68.0,0.5910000000035853,0.338000000003376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.083968360962572,1.0,0.0,0.0,-20.083968360962558,332.7428063981949,371.7203218549617,38.97751545676681,0.0,371.7203218549617,0.0,-0.0,0.0,-38.89001692047168,0.0,38.89001692047168,0.0,20.083968360962572,68.0,0.0,38.97751545676681,0.0,0.0,38.89001692047168,0.0,68.0,0.0,0.0,0.0,0.0
