t,Scenario10.GAS_PRICE,Scenario10.POWER_PRICE,Scenario10.HEAT_PRICE,Scenario10.heat_demand,Scenario10.heat_demand_scenario,Scenario10.delta_heat_demand,Scenario10.probability,Scenario10.chp1.bin,Scenario10.chp1.power,Scenario10.chp1.gas,Scenario10.chp1.heat,Scenario10.chp1.eta_th,Scenario10.chp1.eta_el,Scenario10.chp1.y1,Scenario10.chp1.y2,Scenario10.chp2.bin,Scenario10.chp2.power,Scenario10.chp2.gas,Scenario10.chp2.heat,Scenario10.chp2.eta_th,Scenario10.chp2.eta_el,Scenario10.chp2.y1,Scenario10.chp2.y2,Scenario10.boiler1.bin,Scenario10.boiler1.heat,Scenario10.boiler1.gas,Scenario10.boiler1.eta_th,Scenario10.boiler1.y1,Scenario10.boiler1.y2,Scenario10.heat_storage1.heat_charge,Scenario10.heat_storage1.bin_charge,Scenario10.heat_storage1.heat_discharge,Scenario10.heat_storage1.bin_discharge,Scenario10.heat_storage1.heat_balance,Scenario10.heat_storage1.heat_capacity,Scenario10.heat_storage1.dispatch_heat_capacity,Scenario10.heat_storage1.dispatch_heat_charge,Scenario10.heat_storage1.dispatch_heat_discharge,Scenario10.ngas_grid.gas_balance,Scenario10.power_grid.power_balance,Scenario10.power_grid.power_supply,Scenario10.power_grid.power_feedin,Scenario10.heat_grid.heat_balance,Scenario10.heat_grid.heat_supply,Scenario10.heat_grid.heat_feedin,Scenario10.heat_grid.dispatch_heat_feedin,Scenario10.heat_grid.dispatch_heat_supply,Scenario10.heat_grid.dispatch_heat_balance,Scenario10.arc01_expanded.power,Scenario10.arc02_expanded.power,Scenario10.arc03_expanded.heat,Scenario10.arc04_expanded.heat,Scenario10.arc05_expanded.heat,Scenario10.arc06_expanded.gas,Scenario10.arc07_expanded.gas,Scenario10.arc08_expanded.heat
1,0.1543,0.251,0.105,88.13061207321796,75.39895405202773,12.731658021190228,0.0022722779144124195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,85.86938792678204,1.0,0.0,0.0,-85.86938792678204,85.86938792678204,98.60104594797227,12.731658021190228,0.0,162.46498599439482,0.0,0.0,0.0,0.0,85.86938792678204,174.0,0.0,12.731658021190228,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
2,0.1543,0.251,0.105,106.3100249930061,97.59232305313628,8.717701939869812,0.0022722779144124195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,67.6899750069939,1.0,0.0,0.0,-67.68997500699392,153.55936293377596,175.008722894836,8.717701939869812,0.0,162.46498599439482,0.0,0.0,0.0,0.0,67.6899750069939,174.0,0.0,8.717701939869812,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
3,0.1543,0.251,0.105,210.6748063564434,283.64193580186145,-72.96712944541804,0.0022722779144124195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,0.0,0.0,36.67480635644341,1.0,36.67480635644341,116.88455657733255,65.36678709297455,0.0,72.96712944541804,162.46498599439482,0.0,0.0,0.0,0.0,0.0,210.6748063564434,72.96712944541804,0.0,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,36.67480635644341
4,0.1543,0.251,0.105,146.48074158117606,135.2613860524008,11.219355528775253,0.0022722779144124195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439485,1.070999999987968,1.0,0.0,27.519258418823966,1.0,0.0,0.0,-27.519258418823966,144.4038149961565,104.10540104057377,11.219355528775253,0.0,162.46498599439485,0.0,0.0,0.0,0.0,27.519258418823966,174.0,0.0,11.219355528775253,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439485,0.0,0.0
5,0.1543,0.251,0.105,158.7089092436237,188.9921611128321,-30.283251869208385,0.0022722779144124195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,15.291090756376292,1.0,0.0,0.0,-15.291090756376292,159.6949057525328,89.11323992774167,0.0,30.283251869208385,162.46498599439482,0.0,0.0,0.0,0.0,15.291090756376292,174.0,30.283251869208385,0.0,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
6,0.1543,0.251,0.105,156.81798849107926,179.91767354619702,-23.09968505511776,0.0022722779144124195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.4649859944357,1.0709999999879598,1.0,0.0,17.182011508963853,1.0,0.0,0.0,-17.182011508963853,176.87691726149666,83.19556638158775,0.0,23.09968505511776,162.4649859944357,0.0,0.0,0.0,0.0,17.182011508963853,174.0,23.09968505511776,0.0,0.0,0.0,0.0,0.0,0.0,174.0,162.4649859944357,0.0,0.0
7,0.1543,0.251,0.105,155.5721773995898,119.31738127183394,36.25479612775587,0.0022722779144124195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.4649859944357,1.0709999999879598,1.0,0.0,18.42782260045334,1.0,0.0,0.0,-18.42782260045334,195.30473986195,137.87818510979696,36.25479612775587,0.0,162.4649859944357,0.0,0.0,0.0,0.0,18.42782260045334,174.0,0.0,36.25479612775587,0.0,0.0,0.0,0.0,0.0,174.0,162.4649859944357,0.0,0.0
8,0.1543,0.251,0.105,147.4562304387438,112.01250337631677,35.44372706242703,0.0022722779144124195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,156.9489279858354,146.3056077666222,1.0742642817924817,1.0,0.0,9.492697547091609,1.0,0.0,0.0,-9.492697547091609,204.7974374090416,182.8146097193156,35.44372706242703,0.0,146.3056077666222,0.0,0.0,0.0,0.0,9.492697547091609,156.9489279858354,0.0,35.44372706242703,0.0,0.0,0.0,0.0,0.0,156.9489279858354,146.3056077666222,0.0,0.0
9,0.1543,0.251,0.105,145.68736008059668,141.43262994914394,4.254730131452732,0.0022722779144124195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,28.312639919403324,1.0,0.0,0.0,-28.312639919403324,233.11007732844493,215.38197977017165,4.254730131452732,0.0,162.46498599439482,0.0,0.0,0.0,0.0,28.312639919403324,174.0,0.0,4.254730131452732,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
10,0.1543,0.251,0.105,133.10499153939045,94.12747608262364,38.97751545676681,0.0022722779144124195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,40.895008460609546,1.0,0.0,0.0,-40.895008460609546,274.0050857890545,295.254503687548,38.97751545676681,0.0,162.46498599439482,0.0,0.0,0.0,0.0,40.895008460609546,174.0,0.0,38.97751545676681,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
