t,Scenario9.GAS_PRICE,Scenario9.POWER_PRICE,Scenario9.HEAT_PRICE,Scenario9.heat_demand,Scenario9.heat_demand_scenario,Scenario9.delta_heat_demand,Scenario9.probability,Scenario9.chp1.bin,Scenario9.chp1.power,Scenario9.chp1.gas,Scenario9.chp1.heat,Scenario9.chp1.eta_th,Scenario9.chp1.eta_el,Scenario9.chp1.y1,Scenario9.chp1.y2,Scenario9.chp2.bin,Scenario9.chp2.power,Scenario9.chp2.gas,Scenario9.chp2.heat,Scenario9.chp2.eta_th,Scenario9.chp2.eta_el,Scenario9.chp2.y1,Scenario9.chp2.y2,Scenario9.boiler1.bin,Scenario9.boiler1.heat,Scenario9.boiler1.gas,Scenario9.boiler1.eta_th,Scenario9.boiler1.y1,Scenario9.boiler1.y2,Scenario9.heat_storage1.heat_charge,Scenario9.heat_storage1.bin_charge,Scenario9.heat_storage1.heat_discharge,Scenario9.heat_storage1.bin_discharge,Scenario9.heat_storage1.heat_balance,Scenario9.heat_storage1.heat_capacity,Scenario9.heat_storage1.dispatch_heat_capacity,Scenario9.heat_storage1.dispatch_heat_charge,Scenario9.heat_storage1.dispatch_heat_discharge,Scenario9.ngas_grid.gas_balance,Scenario9.power_grid.power_balance,Scenario9.power_grid.power_supply,Scenario9.power_grid.power_feedin,Scenario9.heat_grid.heat_balance,Scenario9.heat_grid.heat_supply,Scenario9.heat_grid.heat_feedin,Scenario9.heat_grid.dispatch_heat_feedin,Scenario9.heat_grid.dispatch_heat_supply,Scenario9.heat_grid.dispatch_heat_balance,Scenario9.arc01_expanded.power,Scenario9.arc02_expanded.power,Scenario9.arc03_expanded.heat,Scenario9.arc04_expanded.heat,Scenario9.arc05_expanded.heat,Scenario9.arc06_expanded.gas,Scenario9.arc07_expanded.gas,Scenario9.arc08_expanded.heat
1,0.1543,0.251,0.105,88.13061207321796,32.50966292536181,55.62094914785615,0.0006723982570954149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,85.86938792678204,1.0,0.0,0.0,-85.86938792678204,85.86938792678204,141.4903370746382,55.62094914785615,0.0,162.46498599439482,0.0,0.0,0.0,0.0,85.86938792678204,174.0,0.0,55.62094914785615,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
2,0.1543,0.251,0.105,106.3100249930061,97.59232305313628,8.717701939869812,0.0006723982570954149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,67.6899750069939,1.0,0.0,0.0,-67.68997500699392,153.55936293377596,217.89801402150192,8.717701939869812,0.0,162.46498599439482,0.0,0.0,0.0,0.0,67.6899750069939,174.0,0.0,8.717701939869812,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
3,0.1543,0.251,0.105,210.6748063564434,249.3028978128559,-38.62809145641248,0.0006723982570954149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,0.0,0.0,36.67480635644341,1.0,36.67480635644341,116.88455657733255,142.59511620864603,0.0,38.62809145641248,162.46498599439482,0.0,0.0,0.0,0.0,0.0,210.6748063564434,38.62809145641248,0.0,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,36.67480635644341
4,0.1543,0.251,0.105,146.48074158117606,196.79757140806706,-50.316829826890995,0.0006723982570954149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439485,1.070999999987968,1.0,0.0,27.519258418823966,1.0,0.0,0.0,-27.519258418823966,144.4038149961565,119.797544800579,0.0,50.316829826890995,162.46498599439485,0.0,0.0,0.0,0.0,27.519258418823966,174.0,50.316829826890995,0.0,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439485,0.0,0.0
5,0.1543,0.251,0.105,158.7089092436237,112.12829598746673,46.58061325615698,0.0006723982570954149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,15.291090756376292,1.0,0.0,0.0,-15.291090756376292,159.6949057525328,181.6692488131123,46.58061325615698,0.0,162.46498599439482,0.0,0.0,0.0,0.0,15.291090756376292,174.0,0.0,46.58061325615698,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
6,0.1543,0.251,0.105,156.81798849107926,153.6676436397256,3.150344851353651,0.0006723982570954149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.4649859944357,1.0709999999879598,1.0,0.0,17.182011508963853,1.0,0.0,0.0,-17.182011508963853,176.87691726149666,202.00160517342977,3.150344851353651,0.0,162.4649859944357,0.0,0.0,0.0,0.0,17.182011508963853,174.0,0.0,3.150344851353651,0.0,0.0,0.0,0.0,0.0,174.0,162.4649859944357,0.0,0.0
7,0.1543,0.251,0.105,155.5721773995898,94.72810976068237,60.84406763890743,0.0006723982570954149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.4649859944357,1.0709999999879598,1.0,0.0,18.42782260045334,1.0,0.0,0.0,-18.42782260045334,195.30473986195,281.2734954127905,60.84406763890743,0.0,162.4649859944357,0.0,0.0,0.0,0.0,18.42782260045334,174.0,0.0,60.84406763890743,0.0,0.0,0.0,0.0,0.0,174.0,162.4649859944357,0.0,0.0
8,0.1543,0.251,0.105,147.4562304387438,138.4910452343584,8.965185204385392,0.0006723982570954149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,156.9489279858354,146.3056077666222,1.0742642817924817,1.0,0.0,9.492697547091609,1.0,0.0,0.0,-9.492697547091609,204.7974374090416,299.73137816426754,8.965185204385392,0.0,146.3056077666222,0.0,0.0,0.0,0.0,9.492697547091609,156.9489279858354,0.0,8.965185204385392,0.0,0.0,0.0,0.0,0.0,156.9489279858354,146.3056077666222,0.0,0.0
9,0.1543,0.251,0.105,145.68736008059668,166.3707137640104,-20.683353683413713,0.0006723982570954149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,28.312639919403324,1.0,0.0,0.0,-28.312639919403324,233.11007732844493,307.3606644002572,0.0,20.683353683413713,162.46498599439482,0.0,0.0,0.0,0.0,28.312639919403324,174.0,20.683353683413713,0.0,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
10,0.1543,0.251,0.105,133.10499153939045,123.25559085608765,9.849400683302804,0.0006723982570954149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,40.895008460609546,1.0,0.0,0.0,-40.895008460609546,274.0050857890545,358.1050735441695,9.849400683302804,0.0,162.46498599439482,0.0,0.0,0.0,0.0,40.895008460609546,174.0,0.0,9.849400683302804,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
11,0.1543,0.251,0.105,126.99603698103137,110.05886732549729,16.937169655534078,0.0006723982570954149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,47.00396301896863,1.0,0.0,0.0,-47.00396301896863,321.0090488080231,422.04620621867224,16.937169655534078,0.0,162.46498599439482,0.0,0.0,0.0,0.0,47.00396301896863,174.0,0.0,16.937169655534078,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
12,0.1543,0.251,0.105,118.12931021970827,82.91920404419402,35.210106175514255,0.0006723982570954149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,55.870689780291734,1.0,0.0,0.0,-55.870689780291684,376.8797385883148,513.1270021744782,35.210106175514255,0.0,162.46498599439482,0.0,0.0,0.0,0.0,55.870689780291734,174.0,0.0,35.210106175514255,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
13,0.1543,0.251,0.105,127.11248915420391,112.69533916633955,14.417149987864363,0.0006723982570954149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,127.11248915420391,118.02947945928662,1.0799762126498886,1.0,0.0,0.0,0.0,0.0,1.0,0.0,376.8797385883148,527.5441521623426,14.417149987864363,0.0,118.02947945928662,0.0,0.0,0.0,0.0,0.0,127.11248915420391,0.0,14.417149987864363,0.0,0.0,0.0,0.0,0.0,127.11248915420391,118.02947945928662,0.0,0.0
14,0.1543,0.251,0.105,143.92225309423955,109.69548031842626,34.22677277581329,0.0006723982570954149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,30.07774690576045,1.0,0.0,0.0,-30.07774690576045,406.9574854940753,591.8486718439163,34.22677277581329,0.0,162.46498599439482,0.0,0.0,0.0,0.0,30.07774690576045,174.0,0.0,34.22677277581329,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
15,0.1543,0.251,0.105,153.96949988320094,165.12940769730648,-11.159907814105537,0.0006723982570954149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,153.96949988320094,143.48199025020267,1.074834667803121,1.0,0.0,0.0,0.0,0.0,1.0,0.0,406.9574854940753,580.6887640298108,0.0,11.159907814105537,143.48199025020267,0.0,0.0,0.0,0.0,0.0,153.96949988320094,11.159907814105537,0.0,0.0,0.0,0.0,0.0,0.0,153.96949988320094,143.48199025020267,0.0,0.0
16,0.1543,0.251,0.105,163.93908361154536,180.07862800828315,-16.13954439673779,0.0006723982570954149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,10.060916388454643,1.0,0.0,0.0,-10.060916388454643,417.01840188252993,574.6101360215278,0.0,16.13954439673779,162.46498599439482,0.0,0.0,0.0,0.0,10.060916388454643,174.0,16.13954439673779,0.0,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
17,0.1543,0.251,0.105,172.6373879152593,193.453022709886,-20.815634794626703,0.0006723982570954149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.6373879152593,161.17363234596925,1.0712608604095963,1.0,0.0,0.0,0.0,0.0,1.0,0.0,417.01840188252993,553.794501226901,0.0,20.815634794626703,161.17363234596925,0.0,0.0,0.0,0.0,0.0,172.6373879152593,20.815634794626703,0.0,0.0,0.0,0.0,0.0,0.0,172.6373879152593,161.17363234596925,0.0,0.0
18,0.1543,0.251,0.105,189.7709359695811,185.42248555227457,4.3484504173065375,0.0006723982570954149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,0.0,0.0,15.770935969581103,1.0,15.770935969581103,401.2474659129488,542.3720156746265,4.3484504173065375,0.0,162.46498599439482,0.0,0.0,0.0,0.0,0.0,189.7709359695811,0.0,4.3484504173065375,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,15.770935969581103
19,0.1543,0.251,0.105,178.15899549410722,181.28246123799806,-3.123465743890847,0.0006723982570954149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,0.0,0.0,4.1589954941072165,1.0,4.1589954941072165,397.0884704188416,535.0895544366284,0.0,3.123465743890847,162.46498599439482,0.0,0.0,0.0,0.0,0.0,178.15899549410722,3.123465743890847,0.0,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,4.1589954941072165
