t,Scenario2.GAS_PRICE,Scenario2.POWER_PRICE,Scenario2.HEAT_PRICE,Scenario2.heat_demand,Scenario2.heat_demand_scenario,Scenario2.delta_heat_demand,Scenario2.probability,Scenario2.chp1.bin,Scenario2.chp1.power,Scenario2.chp1.gas,Scenario2.chp1.heat,Scenario2.chp1.eta_th,Scenario2.chp1.eta_el,Scenario2.chp1.y1,Scenario2.chp1.y2,Scenario2.chp2.bin,Scenario2.chp2.power,Scenario2.chp2.gas,Scenario2.chp2.heat,Scenario2.chp2.eta_th,Scenario2.chp2.eta_el,Scenario2.chp2.y1,Scenario2.chp2.y2,Scenario2.boiler1.bin,Scenario2.boiler1.heat,Scenario2.boiler1.gas,Scenario2.boiler1.eta_th,Scenario2.boiler1.y1,Scenario2.boiler1.y2,Scenario2.heat_storage1.heat_charge,Scenario2.heat_storage1.bin_charge,Scenario2.heat_storage1.heat_discharge,Scenario2.heat_storage1.bin_discharge,Scenario2.heat_storage1.heat_balance,Scenario2.heat_storage1.heat_capacity,Scenario2.heat_storage1.dispatch_heat_capacity,Scenario2.heat_storage1.dispatch_heat_charge,Scenario2.heat_storage1.dispatch_heat_discharge,Scenario2.ngas_grid.gas_balance,Scenario2.power_grid.power_balance,Scenario2.power_grid.power_supply,Scenario2.power_grid.power_feedin,Scenario2.heat_grid.heat_balance,Scenario2.heat_grid.heat_supply,Scenario2.heat_grid.heat_feedin,Scenario2.heat_grid.dispatch_heat_feedin,Scenario2.heat_grid.dispatch_heat_supply,Scenario2.heat_grid.dispatch_heat_balance,Scenario2.arc01_expanded.power,Scenario2.arc02_expanded.power,Scenario2.arc03_expanded.heat,Scenario2.arc04_expanded.heat,Scenario2.arc05_expanded.heat,Scenario2.arc06_expanded.gas,Scenario2.arc07_expanded.gas,Scenario2.arc08_expanded.heat
1,0.1543,0.251,0.105,88.13061207321796,53.95430848869478,34.17630358452318,0.0007083565044360437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,85.86938792678204,1.0,0.0,0.0,-85.86938792678204,85.86938792678204,120.04569151130522,34.17630358452318,0.0,162.46498599439482,0.0,0.0,0.0,0.0,85.86938792678204,174.0,0.0,34.17630358452318,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
2,0.1543,0.251,0.105,106.3100249930061,53.38462717669189,52.9253978163142,0.0007083565044360437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,67.6899750069939,1.0,0.0,0.0,-67.68997500699392,153.55936293377596,240.66106433461334,52.9253978163142,0.0,162.46498599439482,0.0,0.0,0.0,0.0,67.6899750069939,174.0,0.0,52.9253978163142,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
3,0.1543,0.251,0.105,210.6748063564434,214.96385982385033,-4.289053467406916,0.0007083565044360437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,0.0,0.0,36.67480635644341,1.0,36.67480635644341,116.88455657733255,199.69720451076302,0.0,4.289053467406916,162.46498599439482,0.0,0.0,0.0,0.0,0.0,210.6748063564434,4.289053467406916,0.0,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,36.67480635644341
4,0.1543,0.251,0.105,146.48074158117606,166.02947873023393,-19.54873714905787,0.0007083565044360437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439485,1.070999999987968,1.0,0.0,27.519258418823966,1.0,0.0,0.0,-27.519258418823966,144.4038149961565,207.6677257805291,0.0,19.54873714905787,162.46498599439485,0.0,0.0,0.0,0.0,27.519258418823966,174.0,19.54873714905787,0.0,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439485,0.0,0.0
5,0.1543,0.251,0.105,158.7089092436237,214.61344948795386,-55.90454024433015,0.0007083565044360437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,15.291090756376292,1.0,0.0,0.0,-15.291090756376292,159.6949057525328,167.05427629257525,0.0,55.90454024433015,162.46498599439482,0.0,0.0,0.0,0.0,15.291090756376292,174.0,55.90454024433015,0.0,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
6,0.1543,0.251,0.105,156.81798849107926,179.91767354619702,-23.09968505511776,0.0007083565044360437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.4649859944357,1.0709999999879598,1.0,0.0,17.182011508963853,1.0,0.0,0.0,-17.182011508963853,176.87691726149666,161.13660274642132,0.0,23.09968505511776,162.4649859944357,0.0,0.0,0.0,0.0,17.182011508963853,174.0,23.09968505511776,0.0,0.0,0.0,0.0,0.0,0.0,174.0,162.4649859944357,0.0,0.0
7,0.1543,0.251,0.105,155.5721773995898,168.49592429413707,-12.923746894547264,0.0007083565044360437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.4649859944357,1.0709999999879598,1.0,0.0,18.42782260045334,1.0,0.0,0.0,-18.42782260045334,195.30473986195,166.6406784523274,0.0,12.923746894547264,162.4649859944357,0.0,0.0,0.0,0.0,18.42782260045334,174.0,12.923746894547264,0.0,0.0,0.0,0.0,0.0,0.0,174.0,162.4649859944357,0.0,0.0
8,0.1543,0.251,0.105,147.4562304387438,138.4910452343584,8.965185204385392,0.0007083565044360437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,156.9489279858354,146.3056077666222,1.0742642817924817,1.0,0.0,9.492697547091609,1.0,0.0,0.0,-9.492697547091609,204.7974374090416,185.09856120380442,8.965185204385392,0.0,146.3056077666222,0.0,0.0,0.0,0.0,9.492697547091609,156.9489279858354,0.0,8.965185204385392,0.0,0.0,0.0,0.0,0.0,156.9489279858354,146.3056077666222,0.0,0.0
9,0.1543,0.251,0.105,145.68736008059668,191.30879757887686,-45.62143749828019,0.0007083565044360437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,28.312639919403324,1.0,0.0,0.0,-28.312639919403324,233.11007732844493,167.78976362492756,0.0,45.62143749828019,162.46498599439482,0.0,0.0,0.0,0.0,28.312639919403324,174.0,45.62143749828019,0.0,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
10,0.1543,0.251,0.105,133.10499153939045,94.12747608262364,38.97751545676681,0.0007083565044360437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,40.895008460609546,1.0,0.0,0.0,-40.895008460609546,274.0050857890545,247.6622875423039,38.97751545676681,0.0,162.46498599439482,0.0,0.0,0.0,0.0,40.895008460609546,174.0,0.0,38.97751545676681,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
11,0.1543,0.251,0.105,126.99603698103137,164.86971992810396,-37.873682947072595,0.0007083565044360437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,47.00396301896863,1.0,0.0,0.0,-47.00396301896863,321.0090488080231,256.7925676141999,0.0,37.873682947072595,162.46498599439482,0.0,0.0,0.0,0.0,47.00396301896863,174.0,37.873682947072595,0.0,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
12,0.1543,0.251,0.105,118.12931021970827,106.32063056301644,11.808679656691837,0.0007083565044360437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,55.870689780291734,1.0,0.0,0.0,-55.870689780291684,376.8797385883148,324.47193705118355,11.808679656691837,0.0,162.46498599439482,0.0,0.0,0.0,0.0,55.870689780291734,174.0,0.0,11.808679656691837,0.0,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
