t,Scenario2.GAS_PRICE,Scenario2.POWER_PRICE,Scenario2.HEAT_PRICE,Scenario2.heat_demand,Scenario2.heat_demand_scenario,Scenario2.delta_heat_demand,Scenario2.probability,Scenario2.chp1.bin,Scenario2.chp1.power,Scenario2.chp1.gas,Scenario2.chp1.heat,Scenario2.chp1.eta_th,Scenario2.chp1.eta_el,Scenario2.chp1.y1,Scenario2.chp1.y2,Scenario2.chp2.bin,Scenario2.chp2.power,Scenario2.chp2.gas,Scenario2.chp2.heat,Scenario2.chp2.eta_th,Scenario2.chp2.eta_el,Scenario2.chp2.y1,Scenario2.chp2.y2,Scenario2.boiler1.bin,Scenario2.boiler1.heat,Scenario2.boiler1.gas,Scenario2.boiler1.eta_th,Scenario2.boiler1.y1,Scenario2.boiler1.y2,Scenario2.heat_storage1.heat_charge,Scenario2.heat_storage1.bin_charge,Scenario2.heat_storage1.heat_discharge,Scenario2.heat_storage1.bin_discharge,Scenario2.heat_storage1.heat_balance,Scenario2.heat_storage1.heat_capacity,Scenario2.heat_storage1.dispatch,Scenario2.heat_storage1.dispatch_delta_heat_charge,Scenario2.heat_storage1.dispatch_delta_heat_discharge,Scenario2.heat_storage1.dispatch_heat_capacity,Scenario2.ngas_grid.gas_balance,Scenario2.power_grid.power_balance,Scenario2.power_grid.power_supply,Scenario2.power_grid.power_feedin,Scenario2.heat_grid.heat_balance,Scenario2.heat_grid.heat_supply,Scenario2.heat_grid.heat_feedin,Scenario2.heat_grid.dispatch_heat_feedin,Scenario2.arc01_expanded.power,Scenario2.arc02_expanded.power,Scenario2.arc03_expanded.heat,Scenario2.arc04_expanded.heat,Scenario2.arc05_expanded.heat,Scenario2.arc06_expanded.gas,Scenario2.arc07_expanded.gas,Scenario2.arc08_expanded.heat
11,0.1543,0.251,0.105,128.1881334012233,83.8455374443859,44.3425959568374,0.0018596261135372188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,128.18813340122273,119.04887238728935,1.079770289764761,1.0,0.0,0.0,1.0,0.0,0.0,0.0,448.41423085223494,44.3425959568374,44.3425959568374,0.0,424.09228873348445,119.04887238728935,0.0,0.0,0.0,0.0,0.0,128.1881334012233,44.3425959568374,0.0,0.0,0.0,0.0,128.18813340122273,119.04887238728935,0.0,0.0
12,0.1543,0.251,0.105,123.8851574175104,88.67505124199614,35.210106175514255,0.0018596261135372188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,146.04446826315467,135.9714018655544,1.0763518472799318,1.0,0.0,22.159310845644285,1.0,0.0,0.0,-22.159310845644285,470.57354169787925,35.210106175514255,35.210106175514255,0.0,516.6718119301572,135.9714018655544,0.0,0.0,0.0,0.0,22.159310845644285,146.04446826315467,35.210106175514255,0.0,0.0,0.0,0.0,146.04446826315467,135.9714018655544,0.0,0.0
13,0.1543,0.251,0.105,120.24610785605115,130.79938130020423,-10.553273444153078,0.0018596261135372188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120.2461078560506,111.52217878277838,1.0812907225830937,1.0,0.0,0.0,1.0,0.0,0.0,0.0,470.5735416978792,-10.553273444153078,0.0,10.553273444153078,495.56526504185103,111.52217878277838,0.0,0.0,0.0,0.0,0.0,120.24610785605115,-10.553273444153078,0.0,0.0,0.0,0.0,120.2461078560506,111.52217878277838,0.0,0.0
14,0.1543,0.251,0.105,129.2256067900492,118.18886698711142,11.036739802937774,0.0018596261135372188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,129.22560679004874,120.0320906199824,1.0795716743637471,1.0,0.0,0.0,1.0,0.0,0.0,0.0,470.5735416978792,11.036739802937774,11.036739802937774,0.0,517.6387446477265,120.0320906199824,0.0,0.0,0.0,0.0,0.0,129.2256067900492,11.036739802937774,0.0,0.0,0.0,0.0,129.22560679004874,120.0320906199824,0.0,0.0
15,0.1543,0.251,0.105,144.84779804164918,130.6125590589945,14.235238982654693,0.0018596261135372188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439536,1.070999999987968,1.0,0.0,29.15220195835137,1.0,0.0,0.0,-29.152201958351327,499.7257436562305,14.235238982654693,14.235238982654693,0.0,575.2614245713872,162.46498599439536,0.0,0.0,0.0,0.0,29.15220195835137,174.0,14.235238982654693,0.0,0.0,0.0,0.0,174.0,162.46498599439536,0.0,0.0
16,0.1543,0.251,0.105,166.56653578784764,182.7060801845854,-16.13954439673776,0.0018596261135372188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,7.433464212152359,1.0,0.0,0.0,-7.43346421215233,507.15920786838285,-16.13954439673776,0.0,16.13954439673776,550.4157999900641,162.46498599439482,0.0,0.0,0.0,0.0,7.433464212152359,174.0,-16.13954439673776,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
17,0.1543,0.251,0.105,169.65940464198837,162.38762462254167,7.271780019446709,0.0018596261135372188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,4.340595358011626,1.0,0.0,0.0,-4.340595358011626,511.4998032263945,7.271780019446709,7.271780019446709,0.0,569.2999553869691,162.46498599439482,0.0,0.0,0.0,0.0,4.340595358011626,174.0,7.271780019446709,0.0,0.0,0.0,0.0,174.0,162.46498599439482,0.0,0.0
18,0.1543,0.251,0.105,180.98217387350823,204.46390451345837,-23.481730639950143,0.0018596261135372188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,0.0,0.0,95.78217387350823,1.0,95.78217387350823,415.71762935288626,-23.481730639950143,0.0,23.481730639950143,426.55432023356065,78.30882352940881,0.0,0.0,0.0,0.0,0.0,180.98217387350823,-23.481730639950143,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,95.78217387350823
19,0.1543,0.251,0.105,159.72915392902087,162.85261967291171,-3.123465743890847,0.0018596261135372188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,163.3909455619244,152.41073702040194,1.073031012661924,1.0,0.0,3.661791632903558,1.0,0.0,0.0,-3.661791632903544,419.3794209857898,-3.123465743890847,0.0,3.123465743890847,423.9691803786825,152.41073702040194,0.0,0.0,0.0,0.0,3.661791632903558,163.3909455619244,-3.123465743890847,0.0,0.0,0.0,0.0,163.3909455619244,152.41073702040194,0.0,0.0
20,0.1543,0.251,0.105,141.17185343819725,196.85130195565944,-55.67944851746219,0.0018596261135372188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940881,1.0879999999879681,1.0,0.0,0.0,0.0,55.97185343819724,1.0,55.97185343819723,363.4075675475926,-55.67944851746219,0.0,55.67944851746219,256.6384299055609,78.30882352940881,0.0,0.0,0.0,0.0,0.0,141.17185343819725,-55.67944851746219,0.0,0.0,0.0,0.0,85.2,78.30882352940881,0.0,55.97185343819724
21,0.1543,0.251,0.105,103.37569949235706,83.1941321156152,20.181567376741853,0.0018596261135372188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940867,1.0879999999879681,1.0,0.0,0.0,0.0,18.175699492357218,1.0,18.175699492357218,345.23186805523534,20.181567376741853,20.181567376741853,0.0,278.8258651666874,78.30882352940867,0.0,0.0,0.0,0.0,0.0,103.37569949235706,20.181567376741853,0.0,0.0,0.0,0.0,85.2,78.30882352940867,0.0,18.175699492357218
22,0.1543,0.251,0.105,108.05637359730451,71.69331323069403,36.36306036661048,0.0018596261135372188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940864,1.0879999999879681,1.0,0.0,0.0,0.0,22.856373597304703,1.0,22.856373597304703,322.37549445793064,36.36306036661048,36.36306036661048,0.0,328.69561230260365,78.30882352940864,0.0,0.0,0.0,0.0,0.0,108.05637359730451,36.36306036661048,0.0,0.0,0.0,0.0,85.2,78.30882352940864,0.0,22.856373597304703
23,0.1543,0.251,0.105,106.48752403357732,85.38642216896835,21.101101864608964,0.0018596261135372188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.48752403357736,1.0,106.48752403357736,215.88797042435328,21.101101864608964,21.101101864608964,0.0,264.41029199824425,0.0,0.0,0.0,0.0,0.0,0.0,106.48752403357732,21.101101864608964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.48752403357736
24,0.1543,0.251,0.105,111.895874623898,153.89834846913126,-42.00247384523327,0.0018596261135372188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.30882352940661,1.0879999999879686,1.0,0.0,0.0,0.0,26.695874623900323,1.0,26.695874623900323,189.19209580045296,-42.00247384523327,0.0,42.00247384523327,153.7094696838774,78.30882352940661,0.0,0.0,0.0,0.0,0.0,111.895874623898,-42.00247384523327,0.0,0.0,0.0,0.0,85.2,78.30882352940661,0.0,26.695874623900323
